,Year,Season,Player,Pos,Age,Team,G,GS,MPPG,TGP_prior_seasons,TMP_current_season,TMP_prior_seasons
14670,2012,post,Vladimir Radmanovic,PF,32,Chicago Bulls,1,0,10.0,783.0,10.0,17132.3
14671,2012,post,Anthony Randolph,PF,23,Denver Nuggets,5,0,6.0,209.0,30.0,3313.1999999999994
14672,2012,post,Shavlik Randolph,PF,29,Boston Celtics,1,0,3.0,113.0,3.0,983.0999999999999
14673,2012,post,Zach Randolph,PF,31,Memphis Grizzlies,15,15,36.9,794.0,553.5,25268.6
14674,2012,post,JJ Redick,SG,28,Milwaukee Bucks,4,0,17.3,468.0,69.2,10331.2
14675,2012,post,Quentin Richardson,SF,32,New York Knicks,5,0,2.8,814.0,14.0,21673.699999999997
14676,2012,post,Nate Robinson,PG,28,Chicago Bulls,12,8,33.7,550.0,404.40000000000003,12541.499999999998
14677,2012,post,Robert Sacre,C,23,Los Angeles Lakers,2,0,2.0,32.0,4.0,201.6
14678,2012,post,Larry Sanders,C,24,Milwaukee Bucks,4,4,28.3,183.0,113.2,3453.1000000000004
14679,2012,post,Mike Scott,PF,24,Atlanta Hawks,4,0,5.0,40.0,20.0,376.0
14680,2012,post,Thabo Sefolosha,SG,28,Oklahoma City Thunder,11,11,27.3,542.0,300.3,12303.4
14681,2012,post,Iman Shumpert,SG,22,New York Knicks,12,12,28.1,105.0,337.20000000000005,2718.6000000000004
14682,2012,post,Greg Smith,C,22,Houston Rockets,5,1,11.8,78.0,59.0,1181.8
14683,2012,post,Ish Smith,PG,24,Milwaukee Bucks,4,0,2.8,127.0,11.2,1206.7000000000003
14684,2012,post,JR Smith,SG,27,New York Knicks,11,0,31.9,658.0,350.9,16682.9
14685,2012,post,Josh Smith,PF,27,Atlanta Hawks,6,6,33.2,722.0,199.20000000000002,24758.799999999996
14686,2012,post,Tiago Splitter,PF,28,San Antonio Spurs,19,15,20.4,216.0,387.59999999999997,4077.5000000000005
14687,2012,post,Jerry Stackhouse,SF,38,Brooklyn Nets,4,0,7.0,1041.0,28.0,32351.300000000007
14688,2012,post,Lance Stephenson,SG,22,Indiana Pacers,19,19,35.4,136.0,672.6,2845.8
14689,2012,post,DeShawn Stevenson,SG,31,Atlanta Hawks,4,0,11.3,862.0,45.2,19106.0
14690,2012,post,Julyan Stone,PG,24,Denver Nuggets,2,0,6.5,28.0,13.0,211.2
14691,2012,post,Amar'e Stoudemire,PF,30,New York Knicks,4,0,8.3,730.0,33.2,24985.999999999996
14692,2012,post,Tyshawn Taylor,PG,22,Brooklyn Nets,2,0,1.0,38.0,2.0,220.4
14693,2012,post,Jeff Teague,PG,24,Atlanta Hawks,6,6,35.5,310.0,213.0,7022.5
14694,2012,post,Marquis Teague,PG,19,Chicago Bulls,8,0,9.0,48.0,72.0,393.59999999999997
14695,2012,post,Mirza Teletovic,PF,27,Brooklyn Nets,1,0,1.0,53.0,1.0,498.20000000000005
14696,2012,post,Jason Terry,SG,35,Boston Celtics,6,1,31.5,1188.0,189.0,39468.99999999999
14697,2012,post,Hasheem Thabeet,C,25,Oklahoma City Thunder,4,0,6.5,201.0,26.0,2167.5
14698,2012,post,Malcolm Thomas,PF,24,Chicago Bulls,3,0,2.0,15.0,6.0,72.6
14699,2012,post,Klay Thompson,SG,22,Golden State Warriors,12,12,41.3,148.0,495.59999999999997,4546.0
14700,2012,post,Anthony Tolliver,SF,27,Atlanta Hawks,6,0,11.3,243.0,67.80000000000001,4841.4
14701,2012,post,Ronny Turiaf,C,30,Los Angeles Clippers,5,0,11.8,482.0,59.0,7854.4
14702,2012,post,Ekpe Udoh,C,25,Milwaukee Bucks,4,0,13.5,195.0,54.0,3634.3
14703,2012,post,Dwyane Wade,SG,31,Miami Heat,22,22,35.5,775.0,781.0,28997.9
14704,2012,post,Gerald Wallace,SF,30,Brooklyn Nets,7,7,34.7,767.0,242.90000000000003,23473.200000000004
14705,2012,post,CJ Watson,PG,28,Brooklyn Nets,7,0,23.0,407.0,161.0,8113.700000000001
14706,2012,post,David West,PF,32,Indiana Pacers,19,19,36.3,704.0,689.6999999999999,22709.2
14707,2012,post,Russell Westbrook,PG,24,Oklahoma City Thunder,2,2,34.0,437.0,68.0,15131.9
14708,2012,post,James White,SF,30,New York Knicks,4,0,2.3,72.0,9.2,593.2
14709,2012,post,Chris Wilcox,C,30,Boston Celtics,2,0,3.0,628.0,6.0,12471.6
14710,2012,post,Deron Williams,PG,28,Brooklyn Nets,7,7,41.7,628.0,291.90000000000003,22699.399999999998
14711,2012,post,Terrence Williams,SF,25,Boston Celtics,5,0,9.6,153.0,48.0,2920.8
14712,2012,post,Metta World Peace,SF,33,Los Angeles Lakers,3,3,28.0,984.0,84.0,33352.0
14713,2012,post,Tony Wroten,SG,19,Memphis Grizzlies,6,0,2.8,35.0,16.799999999999997,273.0
14714,2012,post,Sam Young,SG,27,Indiana Pacers,15,0,8.7,264.0,130.5,4224.599999999999
14715,2013,regular,Quincy Acy,SF,23,TOT,63,0,13.4,29.0,844.2,342.20000000000005
14718,2013,regular,Steven Adams,C,20,Oklahoma City Thunder,81,20,14.8,0.0,1198.8,0.0
14719,2013,regular,Jeff Adrien,PF,27,TOT,53,12,18.1,83.0,959.3000000000001,971.1
14722,2013,regular,Arron Afflalo,SG,28,Orlando Magic,73,73,35.0,458.0,2555.0,11721.8
14723,2013,regular,Alexis Ajinca,C,25,New Orleans Pelicans,56,30,17.0,71.0,952.0,552.9000000000001
14724,2013,regular,Cole Aldrich,C,25,New York Knicks,46,2,7.2,94.0,331.2,728.4000000000001
14725,2013,regular,LaMarcus Aldridge,PF,28,Portland Trailblazers,69,69,36.2,526.0,2497.8,18692.9
14726,2013,regular,Lavoy Allen,PF,24,TOT,65,2,16.5,132.0,1072.5,2526.5
14729,2013,regular,Ray Allen,SG,38,Miami Heat,73,9,26.5,1378.0,1934.5,49937.39999999999
14730,2013,regular,Tony Allen,SG,32,Memphis Grizzlies,55,28,23.2,636.0,1276.0,12878.1
14731,2013,regular,Al-Farouq Aminu,SF,23,New Orleans Pelicans,80,65,25.6,223.0,2048.0,4995.5
14732,2013,regular,Lou Amundson,PF,31,TOT,19,0,9.7,356.0,184.29999999999998,4477.1
14735,2013,regular,Chris Andersen,C,35,Miami Heat,72,0,19.4,575.0,1396.8,10088.800000000001
14736,2013,regular,Alan Anderson,SF,31,Brooklyn Nets,78,26,22.7,135.0,1770.6,2777.6
14737,2013,regular,James Anderson,SG,24,Philadelphia 76ers,80,62,28.9,126.0,2312.0,1338.7000000000003
14738,2013,regular,Ryan Anderson,PF,25,New Orleans Pelicans,22,14,36.1,355.0,794.2,8529.3
14739,2013,regular,Giannis Antetokounmpo,SF,19,Milwaukee Bucks,77,23,24.6,0.0,1894.2,0.0
14740,2013,regular,Carmelo Anthony,PF,29,New York Knicks,77,77,38.7,779.0,2979.9,28429.0
14741,2013,regular,Joel Anthony,C,31,TOT,33,0,5.6,433.0,184.79999999999998,7386.5999999999985
14744,2013,regular,Pero Antic,C,31,Atlanta Hawks,50,26,18.5,0.0,925.0,0.0
14745,2013,regular,Trevor Ariza,SF,28,Washington Wizards,77,77,35.4,596.0,2725.7999999999997,15312.7
14746,2013,regular,Hilton Armstrong,C,29,Golden State Warriors,15,1,6.5,297.0,97.5,3443.8999999999996
14747,2013,regular,Darrell Arthur,SF,25,Denver Nuggets,68,1,17.1,275.0,1162.8000000000002,4877.0
14748,2013,regular,Omer Asık,C,27,Houston Rockets,48,19,20.2,257.0,969.5999999999999,4906.9
14749,2013,regular,DJ Augustin,PG,26,TOT,71,9,27.3,381.0,1938.3,9153.8
14752,2013,regular,Gustavo Ayon,C,28,Atlanta Hawks,26,14,16.5,112.0,429.0,1823.8000000000002
14753,2013,regular,Jeff Ayres,PF,26,San Antonio Spurs,73,10,13.0,112.0,949.0,979.0
14754,2013,regular,Chris Babb,SG,23,Boston Celtics,14,0,9.4,0.0,131.6,0.0
14755,2013,regular,Luke Babbitt,PF,24,New Orleans Pelicans,27,2,17.5,126.0,472.5,1404.4
14756,2013,regular,Leandro Barbosa,PG,31,Phoenix Suns,20,0,18.4,704.0,368.0,16714.5
14757,2013,regular,JJ Barea,PG,29,Minnesota Timberwolves,79,1,18.6,470.0,1469.4,8938.300000000001
14758,2013,regular,Andrea Bargnani,C,28,New York Knicks,42,39,29.9,444.0,1255.8,13423.099999999999
14759,2013,regular,Harrison Barnes,SF,21,Golden State Warriors,78,24,28.3,93.0,2207.4,2518.2000000000003
14760,2013,regular,Matt Barnes,SF,33,Los Angeles Clippers,63,40,27.5,692.0,1732.5,15132.2
14761,2013,regular,Will Barton,SG,23,Portland Trailblazers,41,0,9.4,73.0,385.40000000000003,890.5999999999999
14762,2013,regular,Brandon Bass,PF,28,Boston Celtics,82,73,27.6,530.0,2263.2000000000003,11613.9
14763,2013,regular,Shane Battier,SF,35,Miami Heat,73,56,20.1,1000.0,1467.3000000000002,31372.099999999995
14764,2013,regular,Nicolas Batum,SF,25,Portland Trailblazers,82,82,36.0,346.0,2952.0,9848.699999999999
14765,2013,regular,Jerryd Bayless,PG,25,TOT,72,19,23.4,332.0,1684.8,6426.1
14768,2013,regular,Aron Baynes,C,27,San Antonio Spurs,53,4,9.3,20.0,492.90000000000003,164.00000000000006
14769,2013,regular,Kent Bazemore,SG,24,TOT,67,15,13.6,70.0,911.1999999999999,284.6
14772,2013,regular,Bradley Beal,SG,20,Washington Wizards,73,73,34.7,56.0,2533.1000000000004,1747.1999999999998
14773,2013,regular,Michael Beasley,SF,25,Miami Heat,55,2,15.1,366.0,830.5,9642.099999999999
14774,2013,regular,Marco Belinelli,SF,27,San Antonio Spurs,80,25,25.2,378.0,2016.0,8553.1
14775,2013,regular,Anthony Bennett,PF,20,Cleveland Cavaliers,52,0,12.8,0.0,665.6,0.0
14776,2013,regular,Patrick Beverley,PG,25,Houston Rockets,56,55,31.3,47.0,1752.8,913.2
14777,2013,regular,Andris Biedrins,C,27,Utah Jazz,6,0,7.5,524.0,45.0,11372.199999999999
14778,2013,regular,Chauncey Billups,SG,37,Detroit Pistons,19,7,16.3,1170.0,309.7,38014.399999999994
14779,2013,regular,Bismack Biyombo,C,21,Charlotte Bobcats,77,9,13.9,143.0,1070.3,3639.3
14780,2013,regular,DeJuan Blair,PF,24,Dallas Mavericks,78,13,15.6,324.0,1216.8,5735.6
14781,2013,regular,Steve Blake,PG,33,TOT,55,28,27.2,714.0,1496.0,17758.3
14784,2013,regular,Andray Blatche,PF,27,Brooklyn Nets,73,7,22.2,506.0,1620.6,11099.800000000001
14785,2013,regular,Eric Bledsoe,PG,24,Phoenix Suns,43,40,32.9,214.0,1414.7,4139.499999999999
14786,2013,regular,Vander Blue,SG,21,Boston Celtics,3,0,5.0,0.0,15.0,0.0
14787,2013,regular,Keith Bogans,SG,33,Boston Celtics,6,0,9.2,701.0,55.199999999999996,15151.6
14788,2013,regular,Andrew Bogut,C,29,Golden State Warriors,67,67,26.4,457.0,1768.8,14621.400000000001
14789,2013,regular,Matt Bonner,PF,33,San Antonio Spurs,61,0,11.3,694.0,689.3000000000001,12387.2
14790,2013,regular,Trevor Booker,PF,26,Washington Wizards,72,45,21.6,163.0,1555.2,3214.0
14791,2013,regular,Carlos Boozer,PF,32,Chicago Bulls,76,76,28.2,792.0,2143.2,25896.6
14792,2013,regular,Chris Bosh,C,29,Miami Heat,79,79,32.0,786.0,2528.0,28516.299999999996
14793,2013,regular,Avery Bradley,SG,23,Boston Celtics,60,58,30.9,161.0,1854.0,3404.6000000000004
14794,2013,regular,Elton Brand,C,34,Atlanta Hawks,73,15,19.4,962.0,1416.1999999999998,33846.9
14795,2013,regular,Corey Brewer,SF,27,Minnesota Timberwolves,81,81,32.2,405.0,2608.2000000000003,9676.199999999999
14796,2013,regular,Ronnie Brewer,SF,28,TOT,24,3,6.7,525.0,160.8,12241.999999999998
14799,2013,regular,Aaron Brooks,PG,29,TOT,72,12,21.6,350.0,1555.2,8370.300000000001
14802,2013,regular,MarShon Brooks,SG,25,TOT,35,0,9.0,136.0,315.0,2598.7999999999997
14806,2013,regular,Lorenzo Brown,PG,23,Philadelphia 76ers,26,0,8.6,0.0,223.6,0.0
14807,2013,regular,Shannon Brown,SG,28,TOT,29,1,8.7,429.0,252.29999999999998,7748.5
14810,2013,regular,Kobe Bryant,SG,35,Los Angeles Lakers,6,6,29.5,1459.0,177.0,54019.50000000001
14811,2013,regular,Chase Budinger,SF,25,Minnesota Timberwolves,41,8,18.3,233.0,750.3000000000001,5034.3
14812,2013,regular,Reggie Bullock,SF,22,Los Angeles Clippers,43,0,9.2,0.0,395.59999999999997,0.0
14813,2013,regular,Trey Burke,PG,21,Utah Jazz,70,68,32.3,0.0,2261.0,0.0
14814,2013,regular,Alec Burks,SG,22,Utah Jazz,78,12,28.1,127.0,2191.8,2140.5
14815,2013,regular,Caron Butler,SF,33,TOT,56,13,25.3,777.0,1416.8,26746.6
14818,2013,regular,Jimmy Butler,SG,24,Chicago Bulls,67,67,38.7,139.0,2592.9,2982.4999999999995
14819,2013,regular,Rasual Butler,SG,34,Indiana Pacers,50,2,7.6,668.0,380.0,15308.5
14820,2013,regular,Dwight Buycks,PG,24,Toronto Raptors,14,0,10.4,0.0,145.6,0.0
14821,2013,regular,Andrew Bynum,C,26,TOT,26,19,19.8,466.0,514.8000000000001,11963.400000000001
14824,2013,regular,Will Bynum,PG,31,Detroit Pistons,56,3,18.8,301.0,1052.8,5572.4
14825,2013,regular,Nick Calathes,SG,24,Memphis Grizzlies,71,7,16.5,0.0,1171.5,0.0
14826,2013,regular,Jose Calderon,PG,32,Dallas Mavericks,81,81,30.5,564.0,2470.5,16058.900000000001
14827,2013,regular,Kentavious Caldwell-Pope,SG,20,Detroit Pistons,80,41,19.8,0.0,1584.0,0.0
14828,2013,regular,Isaiah Canaan,PG,22,Houston Rockets,22,0,11.5,0.0,253.0,0.0
14829,2013,regular,DeMarre Carroll,SF,27,Atlanta Hawks,73,73,32.1,177.0,2343.3,2375.5999999999995
14830,2013,regular,Vince Carter,SG,37,Dallas Mavericks,81,0,24.4,1127.0,1976.3999999999999,39622.600000000006
14831,2013,regular,Michael Carter-Williams,PG,22,Philadelphia 76ers,70,70,34.5,0.0,2415.0,0.0
14832,2013,regular,Omri Casspi,PF,25,Houston Rockets,71,2,18.1,256.0,1285.1000000000001,5478.8
14833,2013,regular,Mario Chalmers,PG,27,Miami Heat,73,73,29.8,445.0,2175.4,12253.699999999999
14834,2013,regular,Tyson Chandler,C,31,New York Knicks,55,55,30.2,860.0,1661.0,24545.000000000004
14835,2013,regular,Wilson Chandler,SF,26,Denver Nuggets,62,55,31.1,316.0,1928.2,9757.6
14836,2013,regular,Josh Childress,SF,30,New Orleans Pelicans,4,0,6.0,394.0,24.0,10612.5
14837,2013,regular,Dionte Christmas,SF,27,Phoenix Suns,31,0,6.4,0.0,198.4,0.0
14838,2013,regular,Earl Clark,PF,26,TOT,54,17,14.2,210.0,766.8,2954.3
14841,2013,regular,Ian Clark,SG,22,Utah Jazz,23,0,7.5,0.0,172.5,0.0
14842,2013,regular,Victor Claver,SF,25,Portland Trailblazers,21,0,8.8,49.0,184.8,813.4000000000001
14843,2013,regular,Norris Cole,PG,25,Miami Heat,82,6,24.6,185.0,2017.2,3440.0
14844,2013,regular,Jason Collins,C,35,Brooklyn Nets,22,1,7.8,808.0,171.6,16851.6
14845,2013,regular,Darren Collison,PG,26,Los Angeles Clippers,80,35,25.9,312.0,2072.0,9076.8
14846,2013,regular,Nick Collison,PF,33,Oklahoma City Thunder,81,0,16.7,734.0,1352.7,16512.4
14847,2013,regular,Mike Conley,PG,26,Memphis Grizzlies,73,73,33.5,473.0,2445.5,15630.900000000001
14848,2013,regular,Chris Copeland,SF,29,Indiana Pacers,41,0,6.5,65.0,266.5,955.0999999999999
14849,2013,regular,DeMarcus Cousins,C,23,Sacramento Kings,71,71,32.4,220.0,2300.4,6548.0
14850,2013,regular,Robert Covington,SF,23,Houston Rockets,7,0,4.9,0.0,34.300000000000004,0.0
14851,2013,regular,Allen Crabbe,SG,21,Portland Trailblazers,15,0,6.7,0.0,100.5,0.0
14852,2013,regular,Jamal Crawford,SG,33,Los Angeles Clippers,69,24,30.3,917.0,2090.7000000000003,28901.0
14853,2013,regular,Jordan Crawford,SG-PG,25,TOT,81,35,23.0,181.0,1863.0,4549.6
14856,2013,regular,Jae Crowder,SF,23,Dallas Mavericks,78,8,16.1,78.0,1255.8000000000002,1349.4
14857,2013,regular,Dante Cunningham,PF,26,Minnesota Timberwolves,81,7,20.2,297.0,1636.2,5569.0
14858,2013,regular,Jared Cunningham,SG,22,TOT,13,0,6.2,8.0,80.60000000000001,26.39999999999999
14861,2013,regular,Seth Curry,PG,23,TOT,2,0,6.5,0.0,13.0,0.0
14864,2013,regular,Stephen Curry,PG,25,Golden State Warriors,78,78,36.5,270.0,2847.0,9592.0
14865,2013,regular,Samuel Dalembert,C,32,Dallas Mavericks,80,68,20.2,792.0,1616.0,20008.3
14866,2013,regular,Troy Daniels,SG,22,Houston Rockets,5,1,15.0,0.0,75.0,0.0
14867,2013,regular,Luigi Datome,SF,26,Detroit Pistons,34,0,7.0,0.0,238.0,0.0
14868,2013,regular,Brandon Davies,PF,22,Philadelphia 76ers,51,0,11.3,0.0,576.3000000000001,0.0
14869,2013,regular,Anthony Davis,PF,20,New Orleans Pelicans,67,66,35.2,64.0,2358.4,1843.2000000000003
14870,2013,regular,Ed Davis,PF,24,Memphis Grizzlies,63,4,15.2,220.0,957.5999999999999,4806.299999999999
14871,2013,regular,Glen Davis,PF,28,TOT,68,44,24.4,441.0,1659.1999999999998,9809.7
14874,2013,regular,Austin Daye,SF,25,TOT,22,1,6.7,241.0,147.4,3664.1
14877,2013,regular,Nando De Colo,SF,26,TOT,47,3,10.5,77.0,493.5,935.5999999999999
14880,2013,regular,Dewayne Dedmon,C,24,TOT,31,6,12.6,0.0,390.59999999999997,0.0
14884,2013,regular,Matthew Dellavedova,SG,23,Cleveland Cavaliers,72,4,17.7,0.0,1274.3999999999999,0.0
14885,2013,regular,Luol Deng,SF,28,TOT,63,63,35.1,662.0,2211.3,23961.6
14888,2013,regular,DeMar DeRozan,SG,24,Toronto Raptors,79,79,38.2,304.0,3017.8,9731.2
14889,2013,regular,Boris Diaw,PF,31,San Antonio Spurs,79,24,25.0,824.0,1975.0,24125.999999999996
14890,2013,regular,Gorgui Dieng,C,24,Minnesota Timberwolves,60,15,13.6,0.0,816.0,0.0
14891,2013,regular,Toney Douglas,PG,27,TOT,51,17,13.2,251.0,673.1999999999999,5124.3
14894,2013,regular,Chris Douglas-Roberts,SF,27,Charlotte Bobcats,49,8,20.7,161.0,1014.3,3261.2
14895,2013,regular,Goran Dragic,SG,27,Phoenix Suns,76,75,35.1,364.0,2667.6,7963.299999999999
14896,2013,regular,Andre Drummond,C,20,Detroit Pistons,81,81,32.3,60.0,2616.2999999999997,1242.0
14897,2013,regular,Jared Dudley,SF,28,Los Angeles Clippers,74,43,23.4,465.0,1731.6,11247.400000000001
14898,2013,regular,Tim Duncan,C,37,San Antonio Spurs,74,74,29.2,1391.0,2160.7999999999997,49619.40000000001
14899,2013,regular,Mike Dunleavy,SF,33,Chicago Bulls,82,61,31.5,766.0,2583.0,21532.8
14900,2013,regular,Kevin Durant,SF,25,Oklahoma City Thunder,81,81,38.5,515.0,3118.5,19869.9
14901,2013,regular,Shane Edwards,SF,26,Cleveland Cavaliers,2,0,6.0,0.0,12.0,0.0
14902,2013,regular,Wayne Ellington,SG,26,Dallas Mavericks,45,1,8.7,267.0,391.49999999999994,5196.7
14903,2013,regular,Monta Ellis,SG,28,Dallas Mavericks,82,82,36.9,531.0,3025.7999999999997,18951.4
14904,2013,regular,Melvin Ely,C,35,New Orleans Pelicans,2,0,13.5,380.0,27.0,6029.900000000001
14905,2013,regular,Jeremy Evans,SF,26,Utah Jazz,66,4,18.3,117.0,1207.8,899.7
14906,2013,regular,Reggie Evans,PF,33,TOT,54,20,16.6,753.0,896.4000000000001,14786.5
14909,2013,regular,Tyreke Evans,SF,24,New Orleans Pelicans,72,22,28.2,257.0,2030.3999999999999,8963.3
14910,2013,regular,Kenneth Faried,PF,24,Denver Nuggets,80,77,27.2,138.0,2176.0,3619.8
14911,2013,regular,Jordan Farmar,PG,27,Los Angeles Lakers,41,5,22.2,482.0,910.1999999999999,9102.800000000001
14912,2013,regular,Vitor Faverani,C,25,Boston Celtics,37,8,13.2,0.0,488.4,0.0
14913,2013,regular,Derrick Favors,PF,22,Utah Jazz,73,73,30.2,224.0,2204.6,4817.0
14914,2013,regular,Carrick Felix,SG,23,Cleveland Cavaliers,7,0,5.4,0.0,37.800000000000004,0.0
14915,2013,regular,Raymond Felton,PG,29,New York Knicks,65,65,31.0,623.0,2015.0,21626.1
14916,2013,regular,Landry Fields,SF,25,Toronto Raptors,30,2,10.7,208.0,321.0,5657.7
14917,2013,regular,Derek Fisher,SG,39,Oklahoma City Thunder,81,0,17.6,1446.0,1425.6000000000001,37852.499999999985
14918,2013,regular,Evan Fournier,SG,21,Denver Nuggets,76,4,19.8,42.0,1504.8,482.60000000000014
14919,2013,regular,Randy Foye,SG,30,Denver Nuggets,81,78,30.7,482.0,2486.7,13067.099999999999
14920,2013,regular,Jamaal Franklin,SG,22,Memphis Grizzlies,21,0,7.7,0.0,161.70000000000002,0.0
14921,2013,regular,Jimmer Fredette,SG,24,TOT,49,0,10.6,130.0,519.4,2100.6000000000004
14924,2013,regular,Joel Freeland,C,26,Portland Trailblazers,52,0,14.0,51.0,728.0,479.4000000000001
14925,2013,regular,Channing Frye,PF,30,Phoenix Suns,82,82,28.2,520.0,2312.4,12421.2
14926,2013,regular,Francisco Garcia,SF,32,Houston Rockets,55,4,19.7,492.0,1083.5,10766.6
14927,2013,regular,Kevin Garnett,C,37,Brooklyn Nets,54,54,20.5,1454.0,1107.0,52844.100000000006
14928,2013,regular,Diante Garrett,PG,25,Utah Jazz,71,0,14.8,19.0,1050.8,148.20000000000005
14929,2013,regular,Marc Gasol,C,29,Memphis Grizzlies,59,59,33.4,412.0,1970.6,14132.800000000001
14930,2013,regular,Pau Gasol,C,33,Los Angeles Lakers,60,60,31.4,950.0,1884.0,34408.6
14931,2013,regular,Rudy Gay,SF,27,TOT,73,73,34.7,519.0,2533.1000000000004,18769.1
14934,2013,regular,Alonzo Gee,SF,26,Cleveland Cavaliers,65,24,15.7,212.0,1020.5,5670.5
14935,2013,regular,Paul George,SF,23,Indiana Pacers,80,80,36.2,241.0,2896.0,7477.9
14936,2013,regular,Taj Gibson,PF,28,Chicago Bulls,82,8,28.7,329.0,2353.4,7464.0
14937,2013,regular,Manu Ginobili,SG,36,San Antonio Spurs,68,3,22.8,884.0,1550.4,24777.6
14938,2013,regular,Rudy Gobert,C,21,Utah Jazz,45,0,9.6,0.0,432.0,0.0
14939,2013,regular,Ryan Gomes,SF,31,Oklahoma City Thunder,5,0,6.8,482.0,34.0,13442.2
14940,2013,regular,Drew Gooden,C,32,Washington Wizards,22,0,18.0,731.0,396.0,19765.800000000003
14941,2013,regular,Archie Goodwin,SG,19,Phoenix Suns,52,0,10.3,0.0,535.6,0.0
14942,2013,regular,Ben Gordon,SG,30,Charlotte Bobcats,19,0,14.7,698.0,279.3,20394.8
14943,2013,regular,Eric Gordon,SG,25,New Orleans Pelicans,64,64,32.1,247.0,2054.4,8592.400000000001
14944,2013,regular,Marcin Gortat,C,29,Washington Wizards,81,80,32.8,403.0,2656.7999999999997,8473.4
14945,2013,regular,Danny Granger,SF,30,TOT,41,2,20.7,537.0,848.6999999999999,17800.4
14948,2013,regular,Aaron Gray,C,29,TOT,37,6,9.6,289.0,355.2,3592.0000000000005
14951,2013,regular,Danny Green,SG,26,San Antonio Spurs,68,59,24.3,213.0,1652.4,4898.1
14952,2013,regular,Draymond Green,SF,23,Golden State Warriors,82,12,21.9,91.0,1795.8,1281.8000000000004
14953,2013,regular,Gerald Green,SG,28,Phoenix Suns,82,48,28.4,287.0,2328.7999999999997,4887.9000000000015
14954,2013,regular,Jeff Green,SF,27,Boston Celtics,82,82,34.2,417.0,2804.4,13505.0
14955,2013,regular,Willie Green,SG,32,Los Angeles Clippers,55,9,15.8,655.0,869.0,13485.5
14956,2013,regular,Blake Griffin,PF,24,Los Angeles Clippers,80,80,35.8,245.0,2864.0,8655.7
14957,2013,regular,Jorge Gutierrez,PG,25,Brooklyn Nets,15,2,16.3,0.0,244.5,0.0
14958,2013,regular,Jordan Hamilton,SF,23,TOT,60,12,17.0,69.0,1020.0,660.4000000000001
14961,2013,regular,Justin Hamilton,C,23,TOT,8,0,9.0,0.0,72.0,0.0
14964,2013,regular,Tyler Hansbrough,PF,28,Toronto Raptors,64,4,15.3,281.0,979.2,5420.3
14965,2013,regular,Tim Hardaway,SG,21,New York Knicks,81,1,23.1,602.0,1871.1000000000001,20279.5
14966,2013,regular,James Harden,SG,24,Houston Rockets,73,73,38.0,347.0,2774.0,10394.2
14967,2013,regular,Maurice Harkless,SF,20,Orlando Magic,80,41,24.4,76.0,1952.0,1976.0
14968,2013,regular,Josh Harrellson,C,24,Detroit Pistons,32,0,9.9,47.0,316.8,596.6000000000001
14969,2013,regular,Al Harrington,PF,33,Washington Wizards,34,0,15.0,995.0,510.0,28565.2
14970,2013,regular,Devin Harris,PG,30,Dallas Mavericks,40,0,20.5,649.0,820.0,17819.0
14971,2013,regular,Elias Harris,SF,24,Los Angeles Lakers,2,0,5.5,0.0,11.0,0.0
14972,2013,regular,Manny Harris,SG,24,Los Angeles Lakers,9,0,20.0,80.0,180.0,1389.2
14973,2013,regular,Mike Harris,PF,30,Utah Jazz,20,0,11.3,37.0,226.0,281.0
14974,2013,regular,Tobias Harris,PF,21,Orlando Magic,61,36,30.3,97.0,1848.3,1776.8
14975,2013,regular,Udonis Haslem,PF,33,Miami Heat,46,18,14.2,791.0,653.1999999999999,22263.600000000006
14976,2013,regular,Spencer Hawes,C,25,TOT,80,78,30.9,438.0,2472.0,10385.4
14979,2013,regular,Chuck Hayes,C,30,TOT,61,1,12.4,578.0,756.4,11254.4
14982,2013,regular,Gordon Hayward,SF,23,Utah Jazz,77,77,36.4,214.0,2802.7999999999997,5455.4
14983,2013,regular,Gerald Henderson,SG,26,Charlotte Bobcats,77,77,32.0,234.0,2464.0,5982.799999999999
14984,2013,regular,Xavier Henry,SF,22,Los Angeles Lakers,43,5,21.1,133.0,907.3000000000001,1913.6999999999998
14985,2013,regular,John Henson,PF,23,Milwaukee Bucks,70,23,26.5,67.0,1855.0,858.5
14986,2013,regular,Roy Hibbert,C,27,Indiana Pacers,81,81,29.7,411.0,2405.7,10654.5
14987,2013,regular,JJ Hickson,PF,25,Denver Nuggets,69,52,26.9,368.0,1856.1,8296.9
14988,2013,regular,Nene Hilario,PF,31,Washington Wizards,53,37,29.4,671.0,1558.1999999999998,19678.2
14989,2013,regular,George Hill,PG,27,Indiana Pacers,76,76,32.0,406.0,2432.0,11237.199999999999
