,Date,Team,Relinquished,Notes,Player,Reg_games_missed,Post_games_missed,Out_for_season,Season,Year,Game_number,note_keyword,category
2805,2012-05-10,Los Angeles Lakers,Metta World Peace / Ron Artest,placed on IL for suspension,Metta World Peace,0.0,1.0,0,post,2011,72,suspension,healthy inactive
2807,2012-05-12,Philadelphia 76ers,Craig Brackins,placed on IL,Craig Brackins,,,1,post,2011,73,roster move,healthy inactive
2809,2012-05-12,Los Angeles Lakers,Christian Eyenga,placed on IL,Christian Eyenga,,,1,post,2011,73,roster move,healthy inactive
2811,2012-05-15,Miami Heat,Chris Bosh,placed on IL with strained abdominal muscle,Chris Bosh,,9.0,0,post,2011,73,abdominal,torso
2814,2012-05-21,Boston Celtics,Avery Bradley,placed on IL with left shoulder injury (out for season),Avery Bradley,,9.0,1,post,2011,77,shoulder,torso
2815,2012-06-05,Miami Heat,Terrel Harris,placed on IL,Terrel Harris,,3.0,0,post,2011,82,roster move,healthy inactive
2817,2012-06-12,Miami Heat,Dexter Pittman,placed on IL (out for season),Dexter Pittman,,4.0,1,post,2011,85,other,other
2819,2012-10-30,Washington Wizards,Kevin Seraphin,placed on IL with strained right calf,Kevin Seraphin,1.0,0.0,0,regular,2012,1,calf,lower leg
2820,2012-10-30,Boston Celtics,Avery Bradley,placed on IL recovering from surgery on left shoulder,Avery Bradley,30.0,0.0,0,regular,2012,1,shoulder,torso
2821,2012-10-30,Washington Wizards,Nene / Nene Hilario / Maybyner Hilario,placed on IL with plantar fasciitis in left foot,Nene Hilario,9.0,0.0,0,regular,2012,1,foot,foot
2822,2012-10-30,Washington Wizards,John Wall (a),placed on IL with strained left knee,John Wall,33.0,0.0,0,regular,2012,1,knee,knee
2823,2012-10-30,Dallas Mavericks,Dirk Nowitzki,placed on IL recovering from arthroscopic surgery on right knee,Dirk Nowitzki,27.0,0.0,0,regular,2012,1,knee,knee
2824,2012-10-30,Dallas Mavericks,Chris Kaman,placed on IL with strained right calf,Chris Kaman,2.0,0.0,0,regular,2012,1,calf,lower leg
2825,2012-10-30,Los Angeles Lakers,Earl Clark,placed on IL with strained left groin,Earl Clark,2.0,0.0,0,regular,2012,1,groin,upper leg
2826,2012-10-30,Los Angeles Lakers,Darius Johnson-Odom,placed on IL,Darius Johnson-Odom,5.0,0.0,0,regular,2012,1,roster move,healthy inactive
2827,2012-10-30,Miami Heat,Joel Anthony,placed on IL with strained left hamstring,Joel Anthony,1.0,0.0,0,regular,2012,1,hamstring,upper leg
2828,2012-10-30,Miami Heat,Dexter Pittman,placed on IL with strained quadricep,Dexter Pittman,12.0,0.0,0,regular,2012,1,quad,upper leg
2829,2012-10-30,Boston Celtics,Fab Melo,placed on IL,Fab Melo,45.0,0.0,0,regular,2012,1,roster move,healthy inactive
2830,2012-10-30,Cleveland Cavaliers,Luke Harangody,placed on IL,Luke Harangody,4.0,0.0,0,regular,2012,1,roster move,healthy inactive
2831,2012-10-30,Cleveland Cavaliers,Jeremy Pargo,placed on IL,Jeremy Pargo,4.0,0.0,0,regular,2012,1,roster move,healthy inactive
2832,2012-10-31,Detroit Pistons,Viacheslav Kravtsov / Viacheslav Kravstov / Sasha Kravtsov,placed on IL,Viacheslav Kravtsov,2.0,0.0,0,regular,2012,1,roster move,healthy inactive
2833,2012-10-31,Toronto Raptors,Dominic McGuire,placed on IL,Dominic McGuire,1.0,0.0,0,regular,2012,1,roster move,healthy inactive
2834,2012-10-31,Toronto Raptors,Quincy Acy,placed on IL,Quincy Acy,4.0,0.0,0,regular,2012,1,roster move,healthy inactive
2835,2012-10-31,Houston Rockets,Patrick Patterson,placed on IL with strained left quadricep,Patrick Patterson,1.0,0.0,0,regular,2012,1,quad,upper leg
2836,2012-10-31,Houston Rockets,Scott Machado,placed on IL,Scott Machado,2.0,0.0,0,regular,2012,1,roster move,healthy inactive
2837,2012-10-31,Memphis Grizzlies,Darrell Arthur,placed on IL with fractured bone in left leg,Darrell Arthur,10.0,0.0,0,regular,2012,1,leg,leg
2838,2012-10-31,Phoenix Suns,Channing Frye,placed on IL with enlarged heart (out for season),Channing Frye,81.0,0.0,1,regular,2012,1,other,other
2839,2012-10-31,Phoenix Suns,Diante Garrett,placed on IL,Diante Garrett,3.0,0.0,0,regular,2012,1,roster move,healthy inactive
2840,2012-10-31,Golden State Warriors,Jeremy Tyler,placed on IL,Jeremy Tyler,2.0,0.0,0,regular,2012,1,roster move,healthy inactive
2841,2012-10-31,Golden State Warriors,Kent Bazemore,placed on IL,Kent Bazemore,2.0,0.0,0,regular,2012,1,roster move,healthy inactive
2842,2012-10-31,Detroit Pistons,Corey Maggette,placed on IL with strained left calf,Corey Maggette,8.0,0.0,0,regular,2012,1,calf,lower leg
2843,2012-10-31,San Antonio Spurs,Emanuel Ginobili / Manu Ginobili,placed on IL with back spasms,Manu Ginobili,2.0,0.0,0,regular,2012,1,back,torso
2844,2012-10-31,Indiana Pacers,Miles Plumlee,placed on IL,Miles Plumlee,1.0,0.0,0,regular,2012,1,roster move,healthy inactive
2845,2012-10-31,Los Angeles Clippers,Grant Hill,placed on IL with bone bruise in right knee,Grant Hill,36.0,0.0,0,regular,2012,1,knee,knee
2846,2012-10-31,Denver Nuggets,Timofey Mozgov,placed on IL with strained left knee,Timofey Mozgov,3.0,0.0,0,regular,2012,1,knee,knee
2847,2012-10-31,Denver Nuggets,Julyan Stone,placed on IL,Julyan Stone,9.0,0.0,0,regular,2012,1,roster move,healthy inactive
2848,2012-10-31,Utah Jazz,Earl Watson,placed on IL with rehab on right (P) / left (CBC) knee,Earl Watson,12.0,0.0,0,regular,2012,1,knee,knee
2849,2012-10-31,New Orleans Hornets,Eric Gordon,placed on IL with sore left knee / right knee injury,Eric Gordon,29.0,0.0,0,regular,2012,1,knee,knee
2850,2012-10-31,Los Angeles Clippers,Trey Thompkins,placed on IL with bone bruise in left knee,Trey Thompkins,66.0,0.0,0,regular,2012,1,knee,knee
2851,2012-10-31,Los Angeles Clippers,Chauncey Billups,placed on IL recovering from surgery to repair turn left Achilles tendon,Chauncey Billups,14.0,0.0,0,regular,2012,1,achilles,lower leg
2852,2012-10-31,Chicago Bulls,Derrick Rose,placed on IL recovering from surgery on left knee to repair torn ACL (out for season),Derrick Rose,81.0,0.0,1,regular,2012,1,ACL,knee
2853,2012-10-31,Portland Trailblazers,Ronnie Price,placed on IL with sprained right ankle,Ronnie Price,2.0,0.0,0,regular,2012,1,ankle,lower leg
2854,2012-10-31,Portland Trailblazers,Elliot Williams,placed on IL recovering from surgery to repair torn left Achilles tendon (out for season),Elliot Williams,81.0,0.0,1,regular,2012,1,achilles,lower leg
2855,2012-10-31,Philadelphia 76ers,Andrew Bynum,placed on IL with rehab on right knee (out for season),Andrew Bynum,81.0,0.0,1,regular,2012,1,knee,knee
2856,2012-10-31,Indiana Pacers,Danny Granger,placed on IL with sore left knee / patellar tendinitis in left knee,Danny Granger,55.0,0.0,0,regular,2012,1,knee,knee
2857,2012-11-01,Oklahoma City Thunder,Daniel Orton,placed on IL,Daniel Orton,5.0,0.0,0,regular,2012,1,roster move,healthy inactive
2859,2012-11-02,Indiana Pacers,Jeff Pendergraph / Jeff Ayres,placed on IL with headaches/concussion,Jeff Ayres,4.0,0.0,0,regular,2012,2,sick,sick
2860,2012-11-02,Houston Rockets,Greg Smith (a),placed on IL with sore left foot,Greg Smith,2.0,0.0,0,regular,2012,2,foot,foot
2861,2012-11-02,Orlando Magic,DeQuan Jones,placed on IL with strained left groin (P) / abdominal surgery (CBC),DeQuan Jones,1.0,0.0,0,regular,2012,1,groin,upper leg
2862,2012-11-02,Minnesota Timberwolves,Kevin Love,placed on IL with fractured right hand,Kevin Love,9.0,0.0,0,regular,2012,1,hand,hand
2863,2012-11-02,Minnesota Timberwolves,Ricky Rubio,placed on IL recovering from surgery on left knee to repair torn ACL,Ricky Rubio,20.0,0.0,0,regular,2012,1,ACL,knee
2865,2012-11-02,Orlando Magic,Al Harrington,placed on IL with right knee rehab / surgery on left knee (CBC),Al Harrington,56.0,0.0,0,regular,2012,1,knee,knee
2867,2012-11-02,Los Angeles Lakers,Steve Nash,placed on IL with fractured left leg,Steve Nash,24.0,0.0,0,regular,2012,3,leg,leg
2868,2012-11-02,Milwaukee Bucks,John Henson,placed on IL with bone bruise in left knee / sprained left knee,John Henson,2.0,0.0,0,regular,2012,1,knee,knee
2869,2012-11-02,Milwaukee Bucks,Luc Richard Mbah a Moute / Luc Mbah a Moute,placed on IL recovering from surgery on right knee,Luc Mbah a Moute,14.0,0.0,0,regular,2012,1,knee,knee
2870,2012-11-02,Atlanta Hawks,Johan Petro,placed on IL with sore back,Johan Petro,6.0,0.0,0,regular,2012,1,back,torso
2871,2012-11-02,Charlotte Bobcats,DeSagana Diop,placed on IL,DeSagana Diop,2.0,0.0,0,regular,2012,1,roster move,healthy inactive
2873,2012-11-02,New York Knicks,Amare Stoudemire / Amar'e Stoudemire,placed on IL recovering from arthroscopic surgery on left knee,Amar'e Stoudemire,30.0,0.0,0,regular,2012,1,knee,knee
2874,2012-11-02,New York Knicks,Iman Shumpert,placed on IL recovering from surgery on left knee to repair torn lateral meniscus / ACL,Iman Shumpert,37.0,0.0,0,regular,2012,1,ACL,knee
2875,2012-11-02,Miami Heat,Terrel Harris,placed on IL,Terrel Harris,1.0,0.0,0,regular,2012,2,roster move,healthy inactive
2877,2012-11-03,Golden State Warriors,Brandon Rush,placed on IL with torn ACL in left knee (out for season),Brandon Rush,79.0,0.0,1,regular,2012,3,ACL,knee
2880,2012-11-03,Golden State Warriors,Andrew Bogut,placed on IL,Andrew Bogut,1.0,0.0,0,regular,2012,3,roster move,healthy inactive
2882,2012-11-03,San Antonio Spurs,Cory Joseph,placed on IL,Cory Joseph,3.0,0.0,0,regular,2012,3,roster move,healthy inactive
2883,2012-11-03,Houston Rockets,Royce White,placed on IL,Royce White,5.0,0.0,0,regular,2012,3,roster move,healthy inactive
2885,2012-11-03,Brooklyn Nets,Josh Childress,placed on IL with sore/sprained left ankle,Josh Childress,3.0,0.0,0,regular,2012,1,ankle,lower leg
2886,2012-11-03,Brooklyn Nets,Jerry Stackhouse,placed on IL,Jerry Stackhouse,1.0,0.0,0,regular,2012,1,roster move,healthy inactive
2888,2012-11-03,Dallas Mavericks,Rodrigue Beaubois,placed on IL with sprained left ankle,Rodrigue Beaubois,2.0,0.0,0,regular,2012,3,ankle,lower leg
2890,2012-11-03,Miami Heat,Josh Harrellson,placed on IL,Josh Harrellson,2.0,0.0,0,regular,2012,3,roster move,healthy inactive
2892,2012-11-03,Portland Trailblazers,Aleksandar Pavlovic / Sasha Pavlovic,placed on IL with strained quadricep,Sasha Pavlovic,1.0,0.0,0,regular,2012,3,quad,upper leg
2894,2012-11-04,Orlando Magic,Hidayet Turkoglu / Hedo Turkoglu,placed on IL with fractured left hand,Hedo Turkoglu,28.0,0.0,0,regular,2012,2,hand,hand
2896,2012-11-04,Detroit Pistons,Khris Middleton,placed on IL,Khris Middleton,1.0,0.0,0,regular,2012,3,roster move,healthy inactive
2899,2012-11-05,Golden State Warriors,Kent Bazemore,placed on IL,Kent Bazemore,2.0,0.0,0,regular,2012,4,roster move,healthy inactive
2903,2012-11-05,Portland Trailblazers,Victor Claver,placed on IL,Victor Claver,4.0,0.0,0,regular,2012,4,roster move,healthy inactive
2904,2012-11-05,Brooklyn Nets,Gerald Wallace,placed on IL with sprained left ankle,Gerald Wallace,6.0,0.0,0,regular,2012,2,ankle,lower leg
2905,2012-11-06,Denver Nuggets,Quincy Miller,placed on IL,Quincy Miller,1.0,0.0,0,regular,2012,4,roster move,healthy inactive
2907,2012-11-06,Detroit Pistons,Viacheslav Kravtsov / Viacheslav Kravstov / Sasha Kravtsov,placed on IL,Viacheslav Kravtsov,1.0,0.0,0,regular,2012,4,roster move,healthy inactive
2911,2012-11-07,Houston Rockets,Scott Machado,placed on IL,Scott Machado,10.0,0.0,0,regular,2012,4,roster move,healthy inactive
2913,2012-11-07,Toronto Raptors,Kyle Lowry,placed on IL with sprained right ankle / bone bruise in right foot,Kyle Lowry,6.0,0.0,0,regular,2012,5,foot,foot
2915,2012-11-07,Detroit Pistons,Khris Middleton,placed on IL,Khris Middleton,2.0,0.0,0,regular,2012,5,roster move,healthy inactive
2916,2012-11-07,Denver Nuggets,Wilson Chandler,placed on IL recovering from surgery on left hip to repair torn labrum,Wilson Chandler,3.0,0.0,0,regular,2012,5,hip,upper leg
2917,2012-11-07,Dallas Mavericks,Shawn Marion,placed on IL with sprained MCL in left knee,Shawn Marion,5.0,0.0,0,regular,2012,5,MCL,knee
2919,2012-11-07,Miami Heat,Terrel Harris,placed on IL,Terrel Harris,3.0,0.0,0,regular,2012,5,roster move,healthy inactive
2922,2012-11-07,Milwaukee Bucks,Beno Udrih,placed on IL with bruised right quadricep,Beno Udrih,1.0,0.0,0,regular,2012,3,quad,upper leg
2924,2012-11-07,Charlotte Bobcats,Gerald Henderson (b),placed on IL with sprained left foot,Gerald Henderson,13.0,0.0,0,regular,2012,3,foot,foot
2925,2012-11-07,Cleveland Cavaliers,Tyler Zeller,placed on IL with fractured left cheekbone / concussion,Tyler Zeller,4.0,0.0,0,regular,2012,5,head,head
2928,2012-11-07,Cleveland Cavaliers,Anderson Varejao,placed on IL with bruised right knee,Anderson Varejao,1.0,0.0,0,regular,2012,5,knee,knee
2929,2012-11-08,Golden State Warriors,Andrew Bogut,placed on IL with sore left ankle,Andrew Bogut,38.0,0.0,0,regular,2012,6,ankle,lower leg
2930,2012-11-09,Los Angeles Lakers,Devin Ebanks,placed on IL after arrest for DUI,Devin Ebanks,2.0,0.0,0,regular,2012,6,rest,rest
2934,2012-11-09,Oklahoma City Thunder,Hasheem Thabeet,placed on IL with sprained left ankle,Hasheem Thabeet,2.0,0.0,0,regular,2012,6,ankle,lower leg
2936,2012-11-09,San Antonio Spurs,Stephen Jackson,placed on IL with flu / stomach virus,Stephen Jackson,1.0,0.0,0,regular,2012,6,sick,sick
2937,2012-11-09,Indiana Pacers,Orlando Johnson,placed on IL,Orlando Johnson,1.0,0.0,0,regular,2012,6,roster move,healthy inactive
2938,2012-11-09,Sacramento Kings,Tyler Honeycutt,placed on IL,Tyler Honeycutt,19.0,0.0,0,regular,2012,6,roster move,healthy inactive
2939,2012-11-09,Brooklyn Nets,MarShon Brooks,placed on IL with sprained left ankle,MarShon Brooks,3.0,0.0,0,regular,2012,4,ankle,lower leg
2942,2012-11-09,Miami Heat,Dwyane Wade,placed on IL with illness,Dwyane Wade,1.0,0.0,0,regular,2012,6,sick,sick
2945,2012-11-09,Milwaukee Bucks,Drew Gooden,placed on IL,Drew Gooden,11.0,0.0,0,regular,2012,4,roster move,healthy inactive
2948,2012-11-10,San Antonio Spurs,(William) Tony Parker,placed on IL with flu,Tony Parker,1.0,0.0,0,regular,2012,7,sick,sick
2949,2012-11-10,Toronto Raptors,Landry Fields,placed on IL with sore right wrist/hand,Landry Fields,23.0,0.0,0,regular,2012,6,hand,hand
2951,2012-11-10,Detroit Pistons,Viacheslav Kravtsov / Viacheslav Kravstov / Sasha Kravtsov,placed on IL,Viacheslav Kravtsov,10.0,0.0,0,regular,2012,7,roster move,healthy inactive
2952,2012-11-10,Indiana Pacers,Miles Plumlee,placed on IL,Miles Plumlee,1.0,0.0,0,regular,2012,7,roster move,healthy inactive
2954,2012-11-11,Cleveland Cavaliers,Luke Harangody,placed on IL with right knee injury,Luke Harangody,9.0,0.0,0,regular,2012,7,knee,knee
2955,2012-11-11,Miami Heat,Terrel Harris,placed on IL,Terrel Harris,1.0,0.0,0,regular,2012,7,roster move,healthy inactive
2957,2012-11-12,Oklahoma City Thunder,Daniel Orton,placed on IL,Daniel Orton,12.0,0.0,0,regular,2012,8,roster move,healthy inactive
2958,2012-11-12,Toronto Raptors,Alan Anderson,placed on IL with partially torn plantar fascia in left foot,Alan Anderson,17.0,0.0,0,regular,2012,7,foot,foot
2962,2012-11-12,Miami Heat,Josh Harrellson,placed on IL,Josh Harrellson,2.0,0.0,0,regular,2012,8,roster move,healthy inactive
2963,2012-11-12,Chicago Bulls,Kirk Hinrich,placed on IL with right hip/gluteus/hamstring injury,Kirk Hinrich,1.0,0.0,0,regular,2012,7,hamstring,upper leg
2964,2012-11-12,Denver Nuggets,Quincy Miller,placed on IL,Quincy Miller,10.0,0.0,0,regular,2012,8,roster move,healthy inactive
2967,2012-11-13,San Antonio Spurs,Cory Joseph,placed on IL,Cory Joseph,4.0,0.0,0,regular,2012,8,roster move,healthy inactive
2969,2012-11-13,Indiana Pacers,Orlando Johnson,placed on IL,Orlando Johnson,2.0,0.0,0,regular,2012,8,roster move,healthy inactive
2970,2012-11-13,Los Angeles Lakers,Steve Blake,placed on IL with abdominal strain,Steve Blake,37.0,0.0,0,regular,2012,8,abdominal,torso
2972,2012-11-13,Portland Trailblazers,Will Barton,placed on IL,Will Barton,1.0,0.0,0,regular,2012,8,roster move,healthy inactive
2974,2012-11-14,Houston Rockets,Donatas Motiejunas,placed on IL,Donatas Motiejunas,6.0,0.0,0,regular,2012,8,roster move,healthy inactive
2975,2012-11-14,Boston Celtics,Kris Joseph,placed on IL,Kris Joseph,8.0,0.0,0,regular,2012,8,roster move,healthy inactive
2976,2012-11-14,Phoenix Suns,Diante Garrett,placed on IL,Diante Garrett,10.0,0.0,0,regular,2012,9,roster move,healthy inactive
2979,2012-11-14,Detroit Pistons,Rodney Stuckey,placed on IL with flu,Rodney Stuckey,1.0,0.0,0,regular,2012,9,sick,sick
2980,2012-11-14,Atlanta Hawks,Devin Harris,placed on IL with illness (P),Devin Harris,1.0,0.0,0,regular,2012,7,sick,sick
2982,2012-11-15,Miami Heat,Dwyane Wade,placed on IL with sprained right (P) / left (CBC) foot,Dwyane Wade,2.0,0.0,0,regular,2012,10,foot,foot
2984,2012-11-15,Brooklyn Nets,Tornike Shengelia,placed on IL (date 11-18 per P),Tornike Shengelia,3.0,0.0,0,regular,2012,7,other,other
2986,2012-11-16,Detroit Pistons,Kim English,placed on IL,Kim English,2.0,0.0,0,regular,2012,10,roster move,healthy inactive
2988,2012-11-16,Indiana Pacers,Ben Hansbrough,placed on IL,Ben Hansbrough,1.0,0.0,0,regular,2012,10,roster move,healthy inactive
2992,2012-11-16,Atlanta Hawks,DeShawn Stevenson,placed on IL with back injury,DeShawn Stevenson,1.0,0.0,0,regular,2012,8,back,torso
2994,2012-11-16,Portland Trailblazers,Nolan Smith,placed on IL,Nolan Smith,1.0,0.0,0,regular,2012,9,roster move,healthy inactive
2995,2012-11-16,Dallas Mavericks,Jared Cunningham,placed on IL,Jared Cunningham,6.0,0.0,0,regular,2012,10,roster move,healthy inactive
2997,2012-11-17,Denver Nuggets,Wilson Chandler,placed on IL,Wilson Chandler,29.0,0.0,0,regular,2012,10,roster move,healthy inactive
2998,2012-11-17,Cleveland Cavaliers,Jon Leuer,placed on IL,Jon Leuer,2.0,0.0,0,regular,2012,9,roster move,healthy inactive
3001,2012-11-18,Portland Trailblazers,Joel Freeland,placed on IL,Joel Freeland,1.0,0.0,0,regular,2012,10,roster move,healthy inactive
3002,2012-11-18,Brooklyn Nets,Keith Bogans,placed on IL,Keith Bogans,1.0,0.0,0,regular,2012,8,roster move,healthy inactive
3004,2012-11-18,Indiana Pacers,Orlando Johnson,placed on IL,Orlando Johnson,1.0,0.0,0,regular,2012,11,roster move,healthy inactive
3007,2012-11-19,Indiana Pacers,Miles Plumlee,placed on IL,Miles Plumlee,1.0,0.0,0,regular,2012,12,roster move,healthy inactive
3008,2012-11-19,Atlanta Hawks,Johan Petro,placed on IL,Johan Petro,3.0,0.0,0,regular,2012,9,roster move,healthy inactive
3009,2012-11-19,Charlotte Bobcats,Tyrus Thomas,placed on IL with torn muscle in left calf,Tyrus Thomas,23.0,0.0,0,regular,2012,9,calf,lower leg
3011,2012-11-20,Brooklyn Nets,Tyshawn Taylor,placed on IL,Tyshawn Taylor,1.0,0.0,0,regular,2012,9,roster move,healthy inactive
3014,2012-11-21,San Antonio Spurs,Stephen Jackson,placed on IL with fractured right pinky finger,Stephen Jackson,14.0,0.0,0,regular,2012,12,finger,hand
3015,2012-11-21,Minnesota Timberwolves,Chase Budinger,placed on IL recovering from surgery on left knee to repair torn meniscus,Chase Budinger,56.0,0.0,0,regular,2012,10,knee,knee
3017,2012-11-21,Washington Wizards,Trevor Booker,placed on IL with right knee injury,Trevor Booker,24.0,0.0,0,regular,2012,10,knee,knee
3021,2012-11-21,San Antonio Spurs,Kawhi Leonard,placed on IL with left knee tendinitis,Kawhi Leonard,16.0,0.0,0,regular,2012,12,knee,knee
3022,2012-11-21,Indiana Pacers,Orlando Johnson,placed on IL,Orlando Johnson,3.0,0.0,0,regular,2012,13,roster move,healthy inactive
3024,2012-11-21,Minnesota Timberwolves,Brandon Roy,placed on IL recovering from arthroscopic surgery on right knee (out for season),Brandon Roy,72.0,0.0,1,regular,2012,10,knee,knee
3026,2012-11-21,Portland Trailblazers,J.J. Hickson,placed on IL with left shoulder injury,JJ Hickson,1.0,0.0,0,regular,2012,11,shoulder,torso
3028,2012-11-21,Cleveland Cavaliers,Kyrie Irving,placed on IL with fractured left index finger,Kyrie Irving,11.0,0.0,0,regular,2012,11,finger,hand
3030,2012-11-21,Miami Heat,Josh Harrellson,placed on IL,Josh Harrellson,4.0,0.0,0,regular,2012,12,roster move,healthy inactive
3031,2012-11-21,Detroit Pistons,Khris Middleton,placed on IL,Khris Middleton,20.0,0.0,0,regular,2012,12,roster move,healthy inactive
3032,2012-11-21,Brooklyn Nets,Gerald Wallace,placed on IL with sore left ankle,Gerald Wallace,1.0,0.0,0,regular,2012,10,ankle,lower leg
3033,2012-11-21,Brooklyn Nets,Jerry Stackhouse,placed on IL for rest,Jerry Stackhouse,1.0,0.0,0,regular,2012,10,rest,rest
3036,2012-11-23,Oklahoma City Thunder,DeAndre Liggins,placed on IL,DeAndre Liggins,5.0,0.0,0,regular,2012,13,roster move,healthy inactive
3039,2012-11-23,Brooklyn Nets,Tornike Shengelia,placed on IL,Tornike Shengelia,6.0,0.0,0,regular,2012,11,roster move,healthy inactive
3040,2012-11-23,Brooklyn Nets,Mirza Teletovic,placed on IL,Mirza Teletovic,4.0,0.0,0,regular,2012,11,roster move,healthy inactive
3041,2012-11-23,Utah Jazz,Kevin Murphy,placed on IL,Kevin Murphy,24.0,0.0,0,regular,2012,13,roster move,healthy inactive
3043,2012-11-23,Portland Trailblazers,Victor Claver,placed on IL with sprained elbow,Victor Claver,9.0,0.0,0,regular,2012,12,elbow,arm
3046,2012-11-24,Atlanta Hawks,Devin Harris,placed on IL with turf toe in left big toe,Devin Harris,1.0,0.0,0,regular,2012,12,toe,foot
3048,2012-11-24,Miami Heat,Terrel Harris,placed on IL,Terrel Harris,1.0,0.0,0,regular,2012,13,roster move,healthy inactive
3052,2012-11-27,Houston Rockets,Cole Aldrich,placed on IL,Cole Aldrich,2.0,0.0,0,regular,2012,14,roster move,healthy inactive
3053,2012-11-27,Houston Rockets,Carlos Delfino,placed on IL with groin injury,Carlos Delfino,2.0,0.0,0,regular,2012,14,groin,upper leg
3055,2012-11-28,Atlanta Hawks,Johan Petro,placed on IL,Johan Petro,1.0,0.0,0,regular,2012,13,roster move,healthy inactive
3057,2012-11-28,Dallas Mavericks,Darren Collison,placed on IL with sprained right middle finger,Darren Collison,1.0,0.0,0,regular,2012,16,finger,hand
3059,2012-11-29,Miami Heat,Shane Battier,placed on IL with sprained MCL in right knee,Shane Battier,3.0,0.0,0,regular,2012,14,MCL,knee
3062,2012-11-30,Brooklyn Nets,Brook Lopez,placed on IL with sprained right foot,Brook Lopez,7.0,0.0,0,regular,2012,15,foot,foot
3065,2012-11-30,Detroit Pistons,Kim English,placed on IL,Kim English,1.0,0.0,0,regular,2012,17,roster move,healthy inactive
3067,2012-11-30,Atlanta Hawks,Kyle Korver,placed on IL with sore back,Kyle Korver,5.0,0.0,0,regular,2012,14,back,torso
3070,2012-11-30,Cleveland Cavaliers,Kevin Jones,placed on IL,Kevin Jones,3.0,0.0,0,regular,2012,16,roster move,healthy inactive
3071,2012-11-30,Indiana Pacers,Ben Hansbrough,placed on IL,Ben Hansbrough,1.0,0.0,0,regular,2012,16,roster move,healthy inactive
3074,2012-12-01,Detroit Pistons,Viacheslav Kravtsov / Viacheslav Kravstov / Sasha Kravtsov,placed on IL,Viacheslav Kravtsov,21.0,0.0,0,regular,2012,18,roster move,healthy inactive
3075,2012-12-01,San Antonio Spurs,Cory Joseph,placed on IL,Cory Joseph,1.0,0.0,0,regular,2012,18,roster move,healthy inactive
3080,2012-12-01,Dallas Mavericks,Rodrigue Beaubois,placed on IL,Rodrigue Beaubois,1.0,0.0,0,regular,2012,17,roster move,healthy inactive
3083,2012-12-01,Milwaukee Bucks,Mike Dunleavy Jr.,placed on IL with knee injury,Mike Dunleavy,1.0,0.0,0,regular,2012,15,knee,knee
3084,2012-12-01,Milwaukee Bucks,Ekpe Udoh,placed on IL,Ekpe Udoh,1.0,0.0,0,regular,2012,15,roster move,healthy inactive
3085,2012-12-01,Indiana Pacers,Miles Plumlee,placed on IL,Miles Plumlee,3.0,0.0,0,regular,2012,17,roster move,healthy inactive
3087,2012-12-03,Denver Nuggets,Julyan Stone,placed on IL,Julyan Stone,1.0,0.0,0,regular,2012,18,roster move,healthy inactive
3091,2012-12-03,Milwaukee Bucks,Drew Gooden,placed on IL,Drew Gooden,1.0,0.0,0,regular,2012,16,roster move,healthy inactive
3092,2012-12-03,Milwaukee Bucks,Beno Udrih,placed on IL with sprained right ankle,Beno Udrih,11.0,0.0,0,regular,2012,16,ankle,lower leg
3094,2012-12-04,Chicago Bulls,Richard Hamilton,placed on IL with torn plantar fascia in left foot,Richard Hamilton,12.0,0.0,0,regular,2012,16,foot,foot
3095,2012-12-04,Miami Heat,Norris Cole (a),placed on IL with groin injury,Norris Cole,1.0,0.0,0,regular,2012,16,groin,upper leg
3097,2012-12-04,Brooklyn Nets,Reggie Evans,placed on IL with flu,Reggie Evans,1.0,0.0,0,regular,2012,17,sick,sick
3100,2012-12-04,Oklahoma City Thunder,Perry Jones III,placed on IL,Perry Jones,8.0,0.0,0,regular,2012,19,roster move,healthy inactive
3103,2012-12-05,Denver Nuggets,Kosta Koufos,placed on IL with illness,Kosta Koufos,1.0,0.0,0,regular,2012,19,sick,sick
3105,2012-12-05,Dallas Mavericks,Jared Cunningham,placed on IL,Jared Cunningham,1.0,0.0,0,regular,2012,18,roster move,healthy inactive
3106,2012-12-05,Milwaukee Bucks,Mike Dunleavy Jr.,placed on IL with sore left knee,Mike Dunleavy,3.0,0.0,0,regular,2012,17,knee,knee
3108,2012-12-05,Cleveland Cavaliers,Dion Waiters,placed on IL with sprained left ankle,Dion Waiters,7.0,0.0,0,regular,2012,19,ankle,lower leg
3110,2012-12-05,Los Angeles Clippers,Chauncey Billups,placed on IL with sore left foot,Chauncey Billups,34.0,0.0,0,regular,2012,18,foot,foot
3111,2012-12-06,Dallas Mavericks,Rodrigue Beaubois,placed on IL with finger injury,Rodrigue Beaubois,1.0,0.0,0,regular,2012,19,finger,hand
3114,2012-12-06,Miami Heat,Josh Harrellson,placed on IL,Josh Harrellson,2.0,0.0,0,regular,2012,17,roster move,healthy inactive
3115,2012-12-06,Miami Heat,Dexter Pittman,placed on IL with strained quadricep,Dexter Pittman,2.0,0.0,0,regular,2012,17,quad,upper leg
3117,2012-12-07,Brooklyn Nets,Tornike Shengelia,placed on IL,Tornike Shengelia,3.0,0.0,0,regular,2012,18,roster move,healthy inactive
3119,2012-12-07,Denver Nuggets,Julyan Stone,placed on IL,Julyan Stone,6.0,0.0,0,regular,2012,20,roster move,healthy inactive
