,Date,Team,Relinquished,Notes,Player,Reg_games_missed,Post_games_missed,Out_for_season,Season,Year,Game_number,note_keyword,category
7960,2016-03-28,Denver Nuggets,Jusuf Nurkic,placed on IL with illness,Jusuf Nurkic,3.0,0.0,0,regular,2015,75,sick,sick
7961,2016-03-28,Oklahoma City Thunder,Josh Huestis,placed on IL,Josh Huestis,1.0,0.0,0,regular,2015,74,roster move,healthy inactive
7965,2016-03-29,Washington Wizards,Jarell Eddie,placed on IL,Jarell Eddie,2.0,0.0,0,regular,2015,74,roster move,healthy inactive
7967,2016-03-29,Oklahoma City Thunder,Serge Ibaka,placed on IL,Serge Ibaka,1.0,0.0,0,regular,2015,75,roster move,healthy inactive
7969,2016-03-29,Brooklyn Nets,Rondae Hollis-Jefferson,placed on IL,Rondae Hollis-Jefferson,2.0,0.0,0,regular,2015,74,roster move,healthy inactive
7972,2016-03-29,Cleveland Cavaliers,LeBron James,placed on IL,LeBron James,1.0,0.0,0,regular,2015,74,roster move,healthy inactive
7973,2016-03-29,Detroit Pistons,Lorenzo Brown,placed on IL,Lorenzo Brown,5.0,0.0,0,regular,2015,75,roster move,healthy inactive
7974,2016-03-30,San Antonio Spurs,Andre Miller,placed on IL for rest,Andre Miller,1.0,0.0,0,regular,2015,75,rest,rest
7977,2016-03-30,San Antonio Spurs,David West,placed on IL for rest,David West,1.0,0.0,0,regular,2015,75,rest,rest
7979,2016-03-30,Toronto Raptors,Bruno Caboclo,placed on IL,Bruno Caboclo,5.0,0.0,0,regular,2015,74,roster move,healthy inactive
7980,2016-03-30,New Orleans Pelicans,Anthony Davis,placed on IL recovering from surgery on left knee (out for season),Anthony Davis,8.0,0.0,1,regular,2015,74,knee,knee
7982,2016-03-30,Los Angeles Lakers,Metta World Peace / Ron Artest,placed on IL,Metta World Peace,1.0,0.0,0,regular,2015,75,roster move,healthy inactive
7984,2016-03-30,Milwaukee Bucks,Michael Carter-Williams,placed on IL with recovering from surgery on left hip to repair torn labrum (out for season),Michael Carter-Williams,7.0,0.0,1,regular,2015,75,hip,upper leg
7985,2016-03-30,New Orleans Pelicans,Eric Gordon,placed on IL with recovering from surgery to repair fractured right ring finger (out for season),Eric Gordon,8.0,0.0,1,regular,2015,74,finger,hand
7986,2016-03-31,Oklahoma City Thunder,Josh Huestis,placed on IL,Josh Huestis,3.0,0.0,0,regular,2015,76,roster move,healthy inactive
7988,2016-03-31,Orlando Magic,Shabazz Napier,placed on IL,Shabazz Napier,2.0,0.0,0,regular,2015,75,roster move,healthy inactive
7990,2016-03-31,Boston Celtics,James Young,placed on IL,James Young,3.0,0.0,0,regular,2015,75,roster move,healthy inactive
7992,2016-03-31,Cleveland Cavaliers,Sasha Kaun,placed on IL,Sasha Kaun,2.0,0.0,0,regular,2015,75,roster move,healthy inactive
7995,2016-04-01,Sacramento Kings,Marco Belinelli,placed on IL with sore right foot (out for season),Marco Belinelli,6.0,0.0,1,regular,2015,76,foot,foot
7996,2016-04-01,New York Knicks,Jose Calderon,placed on IL with bruised right quadriceps (out for season),Jose Calderon,5.0,0.0,1,regular,2015,77,quad,upper leg
7997,2016-04-01,Brooklyn Nets,Thaddeus Young,placed on IL,Thaddeus Young,6.0,0.0,1,regular,2015,76,roster move,healthy inactive
7999,2016-04-01,Washington Wizards,Drew Gooden,placed on IL,Drew Gooden,1.0,0.0,0,regular,2015,76,roster move,healthy inactive
8002,2016-04-02,San Antonio Spurs,Matt Bonner,placed on IL,Matt Bonner,1.0,0.0,0,regular,2015,76,roster move,healthy inactive
8003,2016-04-02,San Antonio Spurs,Jonathon Simmons,placed on IL,Jonathon Simmons,2.0,0.0,0,regular,2015,76,roster move,healthy inactive
8006,2016-04-02,Toronto Raptors,Kyle Lowry,placed on IL,Kyle Lowry,1.0,0.0,0,regular,2015,76,roster move,healthy inactive
8009,2016-04-02,Sacramento Kings,Omri Casspi,placed on IL with sore/strained right hamstring,Omri Casspi,2.0,0.0,0,regular,2015,77,hamstring,upper leg
8011,2016-04-02,Chicago Bulls,Derrick Rose,placed on IL with bruised left elbow,Derrick Rose,2.0,0.0,0,regular,2015,76,elbow,arm
8013,2016-04-02,Portland Trailblazers,Cliff Alexander,placed on IL (out for season),Cliff Alexander,5.0,0.0,1,regular,2015,77,other,other
8016,2016-04-03,Washington Wizards,J.J. Hickson,placed on IL,JJ Hickson,1.0,0.0,0,regular,2015,77,roster move,healthy inactive
8019,2016-04-03,Orlando Magic,C.J. Watson,placed on IL with sprained left ankle,CJ Watson,1.0,0.0,0,regular,2015,77,ankle,lower leg
8021,2016-04-03,Los Angeles Lakers,Nick Young,placed on IL,Nick Young,1.0,0.0,0,regular,2015,76,roster move,healthy inactive
8022,2016-04-03,Charlotte Hornets,Al Jefferson,placed on IL with bruised right quadriceps,Al Jefferson,1.0,0.0,0,regular,2015,76,quad,upper leg
8024,2016-04-03,Los Angeles Clippers,Paul Pierce,placed on IL with sprained right ankle,Paul Pierce,2.0,0.0,0,regular,2015,76,ankle,lower leg
8026,2016-04-03,Cleveland Cavaliers,Kyrie Irving,placed on IL with sprained right ankle,Kyrie Irving,1.0,0.0,0,regular,2015,77,ankle,lower leg
8028,2016-04-05,Golden State Warriors,Ian Clark,placed on IL,Ian Clark,1.0,0.0,0,regular,2015,78,roster move,healthy inactive
8030,2016-04-05,San Antonio Spurs,Boris Diaw,placed on IL with sore right adductor,Boris Diaw,5.0,0.0,0,regular,2015,77,hip,upper leg
8033,2016-04-05,Los Angeles Lakers,Larry Nance Jr.,placed on IL,Larry Nance,1.0,0.0,0,regular,2015,77,roster move,healthy inactive
8035,2016-04-05,Charlotte Hornets,Nicolas Batum,placed on IL with strained left knee,Nicolas Batum,2.0,0.0,0,regular,2015,77,knee,knee
8037,2016-04-05,Cleveland Cavaliers,Sasha Kaun,placed on IL,Sasha Kaun,1.0,0.0,0,regular,2015,78,roster move,healthy inactive
8039,2016-04-05,Chicago Bulls,E'Twaun Moore,placed on IL with left hamstring injury,E'Twaun Moore,2.0,0.0,0,regular,2015,78,hamstring,upper leg
8042,2016-04-06,Washington Wizards,John Wall (a),placed on IL with sore/swollen right knee (out for season),John Wall,4.0,0.0,1,regular,2015,78,knee,knee
8044,2016-04-06,Oklahoma City Thunder,Andre Roberson,placed on IL,Andre Roberson,1.0,0.0,0,regular,2015,79,roster move,healthy inactive
8046,2016-04-06,Indiana Pacers,Ty Lawson,placed on IL with upper respiratory infection,Ty Lawson,1.0,0.0,0,regular,2015,78,sick,sick
8047,2016-04-06,Brooklyn Nets,Brook Lopez,placed on IL for rest (out for season),Brook Lopez,4.0,0.0,1,regular,2015,78,rest,rest
8049,2016-04-06,Orlando Magic,Shabazz Napier,placed on IL,Shabazz Napier,1.0,0.0,0,regular,2015,78,roster move,healthy inactive
8050,2016-04-06,Los Angeles Clippers,Austin Rivers,placed on IL with ankle injury / rest,Austin Rivers,2.0,0.0,0,regular,2015,78,rest,rest
8051,2016-04-06,Los Angeles Lakers,Nick Young,placed on IL (out for season),Nick Young,4.0,0.0,1,regular,2015,78,other,other
8054,2016-04-06,Boston Celtics,Evan Turner,placed on IL with eye injury,Evan Turner,1.0,0.0,0,regular,2015,78,eye,head
8056,2016-04-06,Cleveland Cavaliers,LeBron James,placed on IL for rest,LeBron James,1.0,0.0,0,regular,2015,79,rest,rest
8058,2016-04-06,Los Angeles Clippers,Wesley Johnson / Wes Johnson,placed on IL with foot injury / rest,Wesley Johnson,2.0,0.0,0,regular,2015,78,rest,rest
8059,2016-04-07,Golden State Warriors,James Michael McAdoo / James McAdoo (Michael),placed on IL,James Michael McAdoo,1.0,0.0,0,regular,2015,79,roster move,healthy inactive
8062,2016-04-07,San Antonio Spurs,Boban Marjanovic,placed on IL,Boban Marjanovic,1.0,0.0,0,regular,2015,78,roster move,healthy inactive
8064,2016-04-07,Toronto Raptors,James Johnson,placed on IL,James Johnson,1.0,0.0,0,regular,2015,78,roster move,healthy inactive
8066,2016-04-07,Sacramento Kings,Duje Dukan,placed on IL,Duje Dukan,1.0,0.0,0,regular,2015,79,roster move,healthy inactive
8068,2016-04-08,Washington Wizards,Drew Gooden,placed on IL,Drew Gooden,2.0,0.0,0,regular,2015,79,roster move,healthy inactive
8070,2016-04-08,San Antonio Spurs,Emanuel Ginobili / Manu Ginobili,placed on IL for rest,Manu Ginobili,1.0,0.0,0,regular,2015,79,rest,rest
8073,2016-04-08,Toronto Raptors,DeMarre Carroll,placed on IL for rest,DeMarre Carroll,1.0,0.0,0,regular,2015,79,rest,rest
8075,2016-04-08,Toronto Raptors,DeMar DeRozan,placed on IL for rest,DeMar DeRozan,1.0,0.0,0,regular,2015,79,rest,rest
8077,2016-04-08,Orlando Magic,Aaron Gordon,placed on IL with concussion,Aaron Gordon,3.0,0.0,0,regular,2015,79,head,head
8079,2016-04-08,Utah Jazz,Tibor Pleiss,placed on IL,No Match,3.0,0.0,0,regular,2015,79,roster move,healthy inactive
8081,2016-04-08,Charlotte Hornets,Jeremy Lamb,placed on IL with strained right big toe,Jeremy Lamb,1.0,0.0,0,regular,2015,79,toe,foot
8083,2016-04-08,Boston Celtics,James Young,placed on IL,James Young,1.0,0.0,0,regular,2015,79,roster move,healthy inactive
8084,2016-04-08,Indiana Pacers,Shayne Whittington,placed on IL,Shayne Whittington,2.0,0.0,0,regular,2015,79,roster move,healthy inactive
8087,2016-04-09,Cleveland Cavaliers,Maurice Williams / Mo Williams,placed on IL with left knee injury,Mo Williams,2.0,3.0,0,regular,2015,80,knee,knee
8089,2016-04-09,Oklahoma City Thunder,Josh Huestis,placed on IL,Josh Huestis,1.0,0.0,0,regular,2015,80,roster move,healthy inactive
8090,2016-04-09,Golden State Warriors,Andrew Bogut,placed on IL for rest,Andrew Bogut,1.0,0.0,0,regular,2015,80,rest,rest
8094,2016-04-09,Boston Celtics,Jordan Mickey,placed on IL,Jordan Mickey,2.0,0.0,0,regular,2015,80,roster move,healthy inactive
8096,2016-04-09,Chicago Bulls,Cameron Bairstow,placed on IL,Cameron Bairstow,,,1,regular,2015,80,roster move,healthy inactive
8097,2016-04-09,Sacramento Kings,Omri Casspi,placed on IL with sore/strained right hamstring (out for season),Omri Casspi,2.0,0.0,1,regular,2015,80,hamstring,upper leg
8099,2016-04-10,San Antonio Spurs,Tim Duncan,placed on IL,Tim Duncan,1.0,0.0,0,regular,2015,80,roster move,healthy inactive
8102,2016-04-10,Toronto Raptors,Luis Scola,placed on IL for rest,Luis Scola,1.0,0.0,0,regular,2015,80,rest,rest
8103,2016-04-10,Toronto Raptors,Delon Wright,placed on IL with left hip pointer,Delon Wright,1.0,0.0,0,regular,2015,80,hip,upper leg
8104,2016-04-10,Charlotte Hornets,Aaron Harrison,placed on IL,Aaron Harrison,1.0,0.0,0,regular,2015,80,roster move,healthy inactive
8107,2016-04-10,Los Angeles Clippers,Paul Pierce,placed on IL for rest,Paul Pierce,1.0,0.0,0,regular,2015,80,rest,rest
8108,2016-04-10,Los Angeles Clippers,Branden Dawson,placed on IL,Branden Dawson,2.0,0.0,0,regular,2015,80,roster move,healthy inactive
8109,2016-04-10,Golden State Warriors,Leandro Barbosa,placed on IL,Leandro Barbosa,1.0,0.0,0,regular,2015,81,roster move,healthy inactive
8112,2016-04-11,Washington Wizards,Markieff Morris,placed on IL (out for season),Markieff Morris,1.0,0.0,1,regular,2015,81,other,other
8114,2016-04-11,Washington Wizards,Bradley Beal,placed on IL with pelvic injury (out for season),Bradley Beal,1.0,0.0,1,regular,2015,81,other,other
8115,2016-04-11,Oklahoma City Thunder,Nazr Mohammed,placed on IL for rest,Nazr Mohammed,1.0,0.0,0,regular,2015,81,rest,rest
8117,2016-04-11,Charlotte Hornets,Cody Zeller,placed on IL with bruised sternum,Cody Zeller,1.0,0.0,0,regular,2015,81,other,other
8119,2016-04-12,Oklahoma City Thunder,Serge Ibaka,placed on IL for rest,Serge Ibaka,0.0,0.0,1,regular,2015,82,rest,rest
8122,2016-04-12,San Antonio Spurs,Emanuel Ginobili / Manu Ginobili,placed on IL for rest,Manu Ginobili,1.0,1.0,0,regular,2015,81,rest,rest
8125,2016-04-12,Toronto Raptors,Bruno Caboclo,placed on IL,Bruno Caboclo,1.0,0.0,1,regular,2015,81,roster move,healthy inactive
8127,2016-04-12,Indiana Pacers,C.J. Miles,placed on IL with sore right shoulder (out for season),CJ Miles,1.0,0.0,1,regular,2015,81,shoulder,torso
8129,2016-04-12,Los Angeles Clippers,Jamal Crawford,placed on IL for rest,Jamal Crawford,,,1,regular,2015,81,rest,rest
8130,2016-04-12,Toronto Raptors,James Johnson,placed on IL with plantar fasciitis,James Johnson,1.0,0.0,1,regular,2015,81,other,other
8132,2016-04-13,Indiana Pacers,Ian Mahinmi,placed on IL,Ian Mahinmi,0.0,0.0,1,regular,2015,82,roster move,healthy inactive
8134,2016-04-13,Detroit Pistons,Reggie Jackson (b),placed on IL with strained abdominal muscle,Reggie Jackson,0.0,1.0,0,regular,2015,82,abdominal,torso
8135,2016-04-13,Houston Rockets,Terrence Jones,placed on IL,Terrence Jones,0.0,2.0,0,regular,2015,82,roster move,healthy inactive
8136,2016-04-13,Sacramento Kings,DeMarcus Cousins,placed on IL for rest,DeMarcus Cousins,0.0,0.0,1,regular,2015,82,rest,rest
8138,2016-04-13,Golden State Warriors,Ian Clark,placed on IL,Ian Clark,0.0,23.0,0,regular,2015,82,roster move,healthy inactive
8141,2016-04-13,San Antonio Spurs,Tim Duncan,placed on IL for rest,Tim Duncan,0.0,1.0,0,regular,2015,82,rest,rest
8144,2016-04-13,Utah Jazz,Rudy Gobert,placed on IL with sprained right ankle (out for season),Rudy Gobert,0.0,0.0,1,regular,2015,82,ankle,lower leg
8146,2016-04-13,Charlotte Hornets,Nicolas Batum,placed on IL with sore left ankle,Nicolas Batum,0.0,1.0,0,regular,2015,82,ankle,lower leg
8149,2016-04-13,Los Angeles Clippers,J.J. Redick,placed on IL for rest,JJ Redick,0.0,1.0,0,regular,2015,82,rest,rest
8151,2016-04-13,Boston Celtics,James Young,placed on IL,James Young,0.0,2.0,0,regular,2015,82,roster move,healthy inactive
8152,2016-04-13,Cleveland Cavaliers,Iman Shumpert,placed on IL with left knee injury,Iman Shumpert,0.0,1.0,0,regular,2015,82,knee,knee
8153,2016-04-13,Orlando Magic,Victor Oladipo,placed on IL with concussion (out for season),Victor Oladipo,0.0,0.0,1,regular,2015,82,head,head
8154,2016-04-16,Golden State Warriors,James Michael McAdoo / James McAdoo (Michael),placed on IL,James Michael McAdoo,0.0,1.0,0,post,2015,83,roster move,healthy inactive
8155,2016-04-16,Oklahoma City Thunder,Cameron Payne,placed on IL with sore right hip,Cameron Payne,0.0,1.0,0,post,2015,83,hip,upper leg
8156,2016-04-16,Houston Rockets,Sam Dekker,placed on IL with sore back (out for season),Sam Dekker,0.0,4.0,1,post,2015,83,back,torso
8157,2016-04-16,Toronto Raptors,Lucas Nogueira,placed on IL,Lucas Nogueira,0.0,10.0,0,post,2015,83,roster move,healthy inactive
8158,2016-04-16,Indiana Pacers,Shayne Whittington,placed on IL (out for season),Shayne Whittington,0.0,6.0,1,post,2015,83,other,other
8159,2016-04-16,Boston Celtics,John Holland,placed on IL,John Holland,0.0,1.0,0,post,2015,83,roster move,healthy inactive
8160,2016-04-16,Dallas Mavericks,Jeremy Evans,placed on IL recovering from surgery on right shoulder to repair torn labrum (out for season),Jeremy Evans,0.0,4.0,1,post,2015,83,shoulder,torso
8161,2016-04-16,Atlanta Hawks,Walter Tavares / Edy Tavares,placed on IL,Edy Tavares,,,1,post,2015,83,roster move,healthy inactive
8163,2016-04-16,Indiana Pacers,Rakeem Christmas,placed on IL,Rakeem Christmas,,6.0,1,post,2015,83,roster move,healthy inactive
8164,2016-04-16,Golden State Warriors,Kevon Looney,placed on IL with right hip injury (out for season),Kevon Looney,,23.0,1,post,2015,83,hip,upper leg
8166,2016-04-17,San Antonio Spurs,Andre Miller,placed on IL,Andre Miller,0.0,1.0,0,post,2015,83,roster move,healthy inactive
8167,2016-04-17,Detroit Pistons,Darrun Hilliard,placed on IL,Darrun Hilliard,0.0,2.0,0,post,2015,83,roster move,healthy inactive
8170,2016-04-17,San Antonio Spurs,Matt Bonner,placed on IL,Matt Bonner,,,1,post,2015,83,roster move,healthy inactive
8172,2016-04-17,Detroit Pistons,Lorenzo Brown,placed on IL (out for season),Lorenzo Brown,,3.0,1,post,2015,83,other,other
8173,2016-04-17,Memphis Grizzlies,Jordan Adams,placed on IL with right knee injury (out for season),Jordan Adams,0.0,3.0,1,post,2015,83,knee,knee
8174,2016-04-17,Charlotte Hornets,Aaron Harrison,placed on IL,Aaron Harrison,0.0,2.0,0,post,2015,83,roster move,healthy inactive
8176,2016-04-17,Los Angeles Clippers,C.J. Wilcox,placed on IL,CJ Wilcox,0.0,4.0,0,post,2015,83,roster move,healthy inactive
8177,2016-04-17,Los Angeles Clippers,Branden Dawson,placed on IL,Branden Dawson,0.0,4.0,0,post,2015,83,roster move,healthy inactive
8179,2016-04-17,Cleveland Cavaliers,Sasha Kaun,placed on IL,Sasha Kaun,,,1,post,2015,83,roster move,healthy inactive
8180,2016-04-18,Houston Rockets,Andrew Goudelock,placed on IL,Andrew Goudelock,0.0,3.0,0,post,2015,84,roster move,healthy inactive
8182,2016-04-18,Oklahoma City Thunder,Nazr Mohammed,placed on IL with strained right calf,Nazr Mohammed,0.0,3.0,0,post,2015,84,calf,lower leg
8183,2016-04-18,Golden State Warriors,Stephen Curry,placed on IL with sprained right ankle,Stephen Curry,0.0,2.0,0,post,2015,84,ankle,lower leg
8187,2016-04-19,San Antonio Spurs,Jonathon Simmons,placed on IL,Jonathon Simmons,0.0,1.0,0,post,2015,84,roster move,healthy inactive
8189,2016-04-19,Boston Celtics,Kelly Olynyk,placed on IL with sore right shoulder,Kelly Olynyk,0.0,2.0,0,post,2015,84,shoulder,torso
8190,2016-04-19,Boston Celtics,Avery Bradley,placed on IL with strained right hamstring (out for season),Avery Bradley,0.0,4.0,1,post,2015,84,hamstring,upper leg
8193,2016-04-22,Detroit Pistons,Reggie Bullock,placed on IL with left leg injury (out for season),Reggie Bullock,0.0,1.0,1,post,2015,85,leg,leg
8195,2016-04-22,San Antonio Spurs,Andre Miller,placed on IL,Andre Miller,0.0,1.0,0,post,2015,85,roster move,healthy inactive
8197,2016-04-23,Charlotte Hornets,Nicolas Batum,placed on IL with sprained left ankle,Nicolas Batum,0.0,2.0,0,post,2015,85,ankle,lower leg
8199,2016-04-24,Golden State Warriors,Anderson Varejao,placed on IL,Anderson Varejao,0.0,1.0,0,post,2015,86,roster move,healthy inactive
8203,2016-04-24,Boston Celtics,John Holland,placed on IL (out for season),John Holland,0.0,2.0,1,post,2015,86,other,other
8204,2016-04-24,San Antonio Spurs,Kevin Martin,placed on IL with illness,Kevin Martin,0.0,1.0,0,post,2015,86,sick,sick
8205,2016-04-25,Oklahoma City Thunder,Josh Huestis,placed on IL,Josh Huestis,0.0,5.0,0,post,2015,87,roster move,healthy inactive
8207,2016-04-27,Houston Rockets,Terrence Jones,placed on IL (out for season),Terrence Jones,0.0,0.0,1,post,2015,87,other,other
8209,2016-04-27,Golden State Warriors,Stephen Curry,placed on IL with sprained MCL in right knee,Stephen Curry,0.0,4.0,0,post,2015,87,MCL,knee
8213,2016-04-27,Memphis Grizzlies,P.J. Hairston,placed on IL,PJ Hairston,0.0,0.0,0,off,2015,1,roster move,healthy inactive
8216,2016-04-27,Los Angeles Clippers,Chris Paul,placed on IL recovering from surgery on right hand to repair fracture (out for season),Chris Paul,0.0,1.0,1,post,2015,87,hand,hand
8217,2016-04-27,Los Angeles Clippers,Blake Griffin,placed on IL with left quadriceps injury (out for season),Blake Griffin,0.0,1.0,1,post,2015,87,quad,upper leg
8218,2016-04-27,Miami Heat,Briante Weber,placed on IL,Briante Weber,0.0,6.0,0,post,2015,87,roster move,healthy inactive
8220,2016-04-29,Charlotte Hornets,Spencer Hawes,placed on IL with sprained MCL in right knee (out for season),Spencer Hawes,0.0,1.0,1,post,2015,88,MCL,knee
8221,2016-04-30,San Antonio Spurs,Jonathon Simmons,placed on IL (out for season),Jonathon Simmons,0.0,5.0,1,post,2015,87,other,other
8223,2016-05-02,Cleveland Cavaliers,Jordan McRae,placed on IL,Jordan McRae,0.0,12.0,0,post,2015,87,roster move,healthy inactive
8225,2016-05-09,Golden State Warriors,James Michael McAdoo / James McAdoo (Michael),placed on IL,James Michael McAdoo,0.0,6.0,0,post,2015,91,roster move,healthy inactive
8228,2016-05-09,Miami Heat,Hassan Whiteside,placed on IL with sprained MCL in right knee (out for season),Hassan Whiteside,0.0,3.0,1,post,2015,93,MCL,knee
8230,2016-05-09,Toronto Raptors,Jonas Valanciunas,placed on IL with sprained right ankle,Jonas Valanciunas,0.0,9.0,1,post,2015,93,ankle,lower leg
8231,2016-05-10,Oklahoma City Thunder,Kyle Singler,placed on IL with stomach flu,Kyle Singler,0.0,1.0,0,post,2015,92,sick,sick
8233,2016-05-12,Oklahoma City Thunder,Josh Huestis,placed on IL (out for season),Josh Huestis,0.0,7.0,1,post,2015,93,other,other
8235,2016-05-23,Toronto Raptors,Lucas Nogueira,placed on IL (out for season),Lucas Nogueira,0.0,2.0,1,post,2015,100,other,other
8236,2016-05-26,Golden State Warriors,Brandon Rush,placed on IL,Brandon Rush,0.0,3.0,0,post,2015,97,roster move,healthy inactive
8238,2016-06-02,Golden State Warriors,James Michael McAdoo / James McAdoo (Michael),placed on IL,James Michael McAdoo,0.0,4.0,0,post,2015,100,roster move,healthy inactive
8241,2016-06-08,Cleveland Cavaliers,Kevin Love,placed on IL with concussion,Kevin Love,0.0,1.0,0,post,2015,99,head,head
8242,2016-06-10,Cleveland Cavaliers,Jordan McRae,placed on IL,Jordan McRae,0.0,3.0,1,post,2015,100,roster move,healthy inactive
8244,2016-06-13,Golden State Warriors,Ian Clark,placed on IL,Ian Clark,0.0,1.0,0,post,2015,104,roster move,healthy inactive
8246,2016-06-16,Golden State Warriors,Andrew Bogut,placed on IL with left knee injury (out for season),Andrew Bogut,0.0,1.0,1,post,2015,105,knee,knee
8248,2016-10-25,Golden State Warriors,James Michael McAdoo / James McAdoo (Michael),placed on IL,James Michael McAdoo,2.0,0.0,0,regular,2016,1,roster move,healthy inactive
8249,2016-10-25,Golden State Warriors,Damian Jones,placed on IL with torn pectoral muscle,Damian Jones,1.0,0.0,0,regular,2016,1,chest,torso
8250,2016-10-25,San Antonio Spurs,Dejounte Murray,placed on IL,Dejounte Murray,2.0,0.0,0,regular,2016,1,roster move,healthy inactive
8251,2016-10-25,San Antonio Spurs,Danny Green,placed on IL with strained left quadricep,Danny Green,7.0,0.0,0,regular,2016,1,quad,upper leg
8252,2016-10-25,New York Knicks,Maurice Ndour / Maurice N'dour,placed on IL,Maurice Ndour,1.0,0.0,0,regular,2016,1,roster move,healthy inactive
8253,2016-10-25,New York Knicks,Marshall Plumlee,placed on IL,Marshall Plumlee,12.0,0.0,0,regular,2016,1,roster move,healthy inactive
8254,2016-10-25,Utah Jazz,Alec Burks,placed on IL with sore leg,Alec Burks,34.0,0.0,0,regular,2016,1,leg,leg
8255,2016-10-25,Cleveland Cavaliers,Kahlil Felder / Kay Felder,placed on IL with concussion,Kay Felder,2.0,0.0,0,regular,2016,1,head,head
8256,2016-10-25,Portland Trailblazers,Tim Quarterman,placed on IL,Tim Quarterman,8.0,0.0,0,regular,2016,1,roster move,healthy inactive
8257,2016-10-25,Portland Trailblazers,Festus Ezeli,placed on IL with sore left knee (out for season),Festus Ezeli,81.0,0.0,1,regular,2016,1,knee,knee
8258,2016-10-25,Utah Jazz,Gordon Hayward,placed on IL with fractured left ring finger,Gordon Hayward,6.0,0.0,0,regular,2016,1,finger,hand
8259,2016-10-26,Brooklyn Nets,Randy Foye,placed on IL with strained hamstring,Randy Foye,5.0,0.0,0,regular,2016,1,hamstring,upper leg
8260,2016-10-26,Denver Nuggets,Darrell Arthur,placed on IL recovering from surgery on left knee,Darrell Arthur,3.0,0.0,0,regular,2016,1,knee,knee
8261,2016-10-26,Minnesota Timberwolves,Nikola Pekovic,placed on IL with right ankle injury (out for season),Nikola Pekovic,81.0,0.0,1,regular,2016,1,ankle,lower leg
8262,2016-10-26,Indiana Pacers,Georges Niang,placed on IL,Georges Niang,1.0,0.0,0,regular,2016,1,roster move,healthy inactive
8263,2016-10-26,Indiana Pacers,Rakeem Christmas,placed on IL,Rakeem Christmas,2.0,0.0,0,regular,2016,1,roster move,healthy inactive
8264,2016-10-26,New Orleans Pelicans,Quincy Pondexter,placed on IL with recovering from surgery on left knee (out for season),Quincy Pondexter,81.0,0.0,1,regular,2016,1,knee,knee
8265,2016-10-26,New Orleans Pelicans,Tyreke Evans,placed on IL with recovering from surgery on right knee,Tyreke Evans,26.0,0.0,0,regular,2016,1,knee,knee
8266,2016-10-26,Detroit Pistons,Reggie Bullock,placed on IL with back injury,Reggie Bullock,6.0,0.0,0,regular,2016,1,back,torso
8267,2016-10-26,Detroit Pistons,Reggie Jackson (b),placed on IL with left knee injury,Reggie Jackson,20.0,0.0,0,regular,2016,1,knee,knee
8268,2016-10-26,Toronto Raptors,Jared Sullinger,placed on IL recovering from surgery on left foot to insert screw to repair stress fracture,Jared Sullinger,41.0,0.0,0,regular,2016,1,foot,foot
8269,2016-10-26,Houston Rockets,Chinanu Onuaku,placed on IL,Chinanu Onuaku,5.0,0.0,0,regular,2016,1,roster move,healthy inactive
8270,2016-10-26,Houston Rockets,Patrick Beverley,placed on IL recovering from surgery on left knee,Patrick Beverley,11.0,0.0,0,regular,2016,1,knee,knee
8271,2016-10-26,Phoenix Suns,Derrick Jones Jr.,placed on IL,Derrick Jones,13.0,0.0,0,regular,2016,1,roster move,healthy inactive
8272,2016-10-26,Phoenix Suns,John Jenkins,placed on IL with strained abdominal (DTD),John Jenkins,3.0,0.0,0,regular,2016,1,abdominal,torso
8273,2016-10-26,Oklahoma City Thunder,Cameron Payne,placed on IL recovering from surgery on right foot to repair fracture,Cameron Payne,37.0,0.0,0,regular,2016,1,foot,foot
8274,2016-10-26,Oklahoma City Thunder,Josh Huestis,placed on IL,Josh Huestis,13.0,0.0,0,regular,2016,1,roster move,healthy inactive
8275,2016-10-26,Minnesota Timberwolves,John Lucas III,placed on IL,No Match,2.0,0.0,0,regular,2016,1,roster move,healthy inactive
8276,2016-10-26,Brooklyn Nets,Caris LeVert,placed on IL with sore foot,Caris LeVert,19.0,0.0,0,regular,2016,1,foot,foot
8277,2016-10-26,Toronto Raptors,Delon Wright,placed on IL recovering from arthroscopic surgery on right shoulder to repair torn labrum,Delon Wright,12.0,0.0,0,regular,2016,1,shoulder,torso
8278,2016-10-26,Dallas Mavericks,Devin Harris,placed on IL with strained right big toe,Devin Harris,16.0,0.0,0,regular,2016,1,toe,foot
8279,2016-10-26,Denver Nuggets,Gary Harris,placed on IL with strained right groin,Gary Harris,4.0,0.0,0,regular,2016,1,groin,upper leg
8280,2016-10-26,Orlando Magic,Stephen Zimmerman Jr.,placed on IL,Stephen Zimmerman,1.0,0.0,0,regular,2016,1,roster move,healthy inactive
8281,2016-10-26,Dallas Mavericks,A.J. Hammons,placed on IL,AJ Hammons,1.0,0.0,0,regular,2016,1,roster move,healthy inactive
8282,2016-10-26,Philadelphia 76ers,Ben Simmons,placed on IL recovering from surgery on right foot to repair fracture (out for season),Ben Simmons,81.0,0.0,1,regular,2016,1,foot,foot
8283,2016-10-26,Philadelphia 76ers,Jerryd Bayless,placed on IL with sore left wrist,Jerryd Bayless,13.0,0.0,0,regular,2016,1,wrist,arm
8284,2016-10-26,Philadelphia 76ers,Nerlens Noel,placed on IL recovering from surgery on left knee,Nerlens Noel,23.0,0.0,0,regular,2016,1,knee,knee
