,Date,Team,Relinquished,Notes,Player,Reg_games_missed,Post_games_missed,Out_for_season,Season,Year,Game_number,note_keyword,category
0,2010-08-03,Los Angeles Clippers,Craig Smith,arthroscopic surgery on right knee (out indefinitely),Craig Smith,0,0,,off,2009,1,knee,knee
1,2010-08-13,Dallas Mavericks,Rodrigue Beaubois,surgery on left foot to repair broken fifth metatarsal (out indefinitely),Rodrigue Beaubois,0,0,,off,2009,1,foot,foot
2,2010-08-14,Golden State Warriors,Ekpe Udoh,surgery on left wrist (out indefinitely),Ekpe Udoh,0,0,,off,2009,1,wrist,arm
3,2010-09-21,Toronto Raptors,Ed Davis (a),arthroscopic surgery on right kene to repair torn meniscus (out indefinteily),Ed Davis,0,0,,off,2009,1,knee,knee
4,2010-09-21,Oklahoma City Thunder,Nenad Krstic,surgery on right hand to repair broken finger (out indefinitely),Nenad Krstic,0,0,,off,2009,1,hand,hand
5,2010-09-24,Charlotte Bobcats,Kwame Brown,sprained left ankle (out indefinitely),Kwame Brown,0,0,,off,2009,1,ankle,lower leg
6,2010-09-27,New York Knicks,Eddy Curry,strained right hamstring (out indefinitely),Eddy Curry,0,0,,off,2009,1,hamstring,upper leg
7,2010-09-27,Houston Rockets,Brad Miller,sprained left ankle (DTD),Brad Miller,0,0,,off,2009,1,ankle,lower leg
8,2010-09-29,Orlando Magic,Jason Williams,arthroscopic surgery on left knee (out indefinitely) (date approximate),Jason Williams,0,0,,off,2009,1,knee,knee
9,2010-10-03,Chicago Bulls,Carlos Boozer,fractured bone in right pinky finger (out indefinitely),Carlos Boozer,0,0,,off,2009,1,finger,hand
10,2010-10-06,Detroit Pistons,Jonas Jerebko,torn right Achilles tendon (out indefinitely),Jonas Jerebko,0,0,,off,2009,1,achilles,lower leg
11,2010-10-06,Detroit Pistons,Terrico White,broken fifth metatarsal in right foot (out indefinitely),No Match,0,0,,off,2009,1,foot,foot
12,2010-10-08,Portland Trailblazers,Jeff Pendergraph / Jeff Ayres,torn ACL in right knee (out indefinitely),Jeff Ayres,0,0,,off,2009,1,ACL,knee
13,2010-10-08,New Jersey Nets,Troy Murphy,strained lower back (out indefinitely),Troy Murphy,0,0,,off,2009,1,back,torso
14,2010-10-08,Detroit Pistons,Jonas Jerebko,surgery to repair torn right Achilles tendon,Jonas Jerebko,0,0,,off,2009,1,achilles,lower leg
15,2010-10-08,Detroit Pistons,Terrico White,surgery on right foot to repair broken fifth metatarsal,No Match,0,0,,off,2009,1,foot,foot
16,2010-10-09,Denver Nuggets,Al Harrington,partially torn plantar fascia in left foot (out indefinitely),Al Harrington,0,0,,off,2009,1,foot,foot
17,2010-10-12,Milwaukee Bucks,Darington Hobson,surgery on left hip (out for season),Darington Hobson,0,0,,off,2009,1,hip,upper leg
18,2010-10-12,Sacramento Kings,Samuel Dalembert,strained left groin (out indefinitely),Samuel Dalembert,0,0,,off,2009,1,groin,upper leg
19,2010-10-17,Charlotte Bobcats,Dominic McGuire,stress fracture in left shin (out indefinitely),Dominic McGuire,0,0,,off,2009,1,shin,lower leg
20,2010-10-18,Golden State Warriors,Louis Amundson / Lou Amundson,surgery to repair fractured right index finger (out indefinitely),Lou Amundson,0,0,,off,2009,1,finger,hand
21,2010-10-19,Phoenix Suns,Josh Childress,fractured right index finger (out indefinitely),Josh Childress,0,0,,off,2009,1,finger,hand
22,2010-10-22,Miami Heat,Mike Miller,surgery on right hand to repair a broken thumb and ligament damage (out indefinitely),Mike Miller,0,0,,off,2009,1,hand,hand
23,2010-10-25,Oklahoma City Thunder,Nick Collison,left knee injury (out indefinitely),Nick Collison,0,0,,off,2009,1,knee,knee
24,2010-10-25,Minnesota Timberwolves,Martell Webster,surgery on back (out indefinitely),Martell Webster,0,0,,off,2009,1,back,torso
25,2010-10-26,Miami Heat,Mario Chalmers,sprained ankle (out indefinitely),Mario Chalmers,1,0,,regular,2010,1,ankle,lower leg
26,2010-10-27,Milwaukee Bucks,Jon Brockman,sprained left ankle (DNP),Jon Brockman,1,0,,regular,2010,1,ankle,lower leg
27,2010-10-27,Milwaukee Bucks,Luc Richard Mbah a Moute / Luc Mbah a Moute,sprained right ankle (DNP),Luc Mbah a Moute,1,0,,regular,2010,1,ankle,lower leg
28,2010-10-28,Atlanta Hawks,Maurice Evans,right knee inflammation (DTD),Maurice Evans,1,0,,regular,2010,2,knee,knee
29,2010-10-28,San Antonio Spurs,Matt Bonner,sprained right ankle (DTD),Matt Bonner,1,0,,regular,2010,2,ankle,lower leg
30,2010-10-28,Memphis Grizzlies,Zach Randolph,back injury (DTD),Zach Randolph,1,0,,regular,2010,2,back,torso
31,2010-10-29,Cleveland Cavaliers,Anderson Varejao,placed on IL for family reasons,Anderson Varejao,1,0,,regular,2010,2,personal reasons,healthy inactive
33,2010-10-29,Detroit Pistons,Will Bynum,sore right hamstring (DNP),Will Bynum,1,0,,regular,2010,2,hamstring,upper leg
35,2010-10-30,Detroit Pistons,Will Bynum,sore right hamstring (DNP),Will Bynum,1,0,,regular,2010,3,hamstring,upper leg
36,2010-11-02,Detroit Pistons,Richard Hamilton,sore right foot (DNP),Richard Hamilton,1,0,,regular,2010,4,foot,foot
37,2010-11-02,Detroit Pistons,Will Bynum,sore right hamstring (DNP),Will Bynum,1,0,,regular,2010,4,hamstring,upper leg
38,2010-11-03,Detroit Pistons,Richard Hamilton,sore right foot (DNP),Richard Hamilton,1,0,,regular,2010,5,foot,foot
39,2010-11-03,Detroit Pistons,Will Bynum,sore right hamstring (DNP),Will Bynum,1,0,,regular,2010,5,hamstring,upper leg
40,2010-11-03,Denver Nuggets,Nene / Nene Hilario / Maybyner Hilario,strained left groin (DNP),Nene Hilario,1,0,,regular,2010,4,groin,upper leg
41,2010-11-03,Golden State Warriors,Brandan Wright,stomach virus (DTD),Brandan Wright,1,0,,regular,2010,4,sick,sick
42,2010-11-03,Utah Jazz,Jeremy Evans,sprained right wrist (DNP),Jeremy Evans,1,0,,regular,2010,4,wrist,arm
43,2010-11-03,Atlanta Hawks,Jamal Crawford,turf toe (DNP),Jamal Crawford,1,0,,regular,2010,5,toe,foot
44,2010-11-03,Utah Jazz,Kyrylo Fesenko,stomach illness (DNP),Kyrylo Fesenko,1,0,,regular,2010,4,sick,sick
45,2010-11-04,Portland Trailblazers,Elliot Williams,"dislocated patella in right knee (surgery, out for season)",Elliot Williams,1,0,,regular,2010,6,knee,knee
46,2010-11-05,Milwaukee Bucks,Andrew Bogut,migraine headache (DNP),Andrew Bogut,1,0,,regular,2010,6,sick,sick
47,2010-11-05,Atlanta Hawks,Marvin Williams,bone bruise in right knee (DNP),Marvin Williams,1,0,,regular,2010,6,knee,knee
48,2010-11-05,Utah Jazz,Jeremy Evans,sprained right ankle (DNP),Jeremy Evans,1,0,,regular,2010,5,ankle,lower leg
49,2010-11-05,Denver Nuggets,Nene / Nene Hilario / Maybyner Hilario,strained left groin (DNP),Nene Hilario,1,0,,regular,2010,5,groin,upper leg
50,2010-11-06,San Antonio Spurs,James Anderson,placed on IL for personal reasons,James Anderson,1,0,,regular,2010,5,personal reasons,healthy inactive
51,2010-11-06,Toronto Raptors,Sonny Weems,ankle injury (DTD),Sonny Weems,1,0,,regular,2010,6,ankle,lower leg
52,2010-11-06,Denver Nuggets,Nene / Nene Hilario / Maybyner Hilario,strained left groin (DNP),Nene Hilario,1,0,,regular,2010,6,groin,upper leg
53,2010-11-06,Portland Trailblazers,Rudy Fernandez,back injury (DNP),Rudy Fernandez,1,0,,regular,2010,7,back,torso
54,2010-11-06,Sacramento Kings,Luther Head,placed on IL for personal reasons,Luther Head,1,0,,regular,2010,6,personal reasons,healthy inactive
55,2010-11-07,Atlanta Hawks,Marvin Williams,bone bruise in right knee (DNP),Marvin Williams,1,0,,regular,2010,7,knee,knee
56,2010-11-08,Atlanta Hawks,Marvin Williams,bone bruise in right knee (DNP),Marvin Williams,1,0,,regular,2010,8,knee,knee
57,2010-11-08,Orlando Magic,Mickael Pietrus,DNP,Mickael Pietrus,1,0,,regular,2010,6,other,other
59,2010-11-09,Milwaukee Bucks,Carlos Delfino,strained neck (DNP),Carlos Delfino,1,0,,regular,2010,8,neck,head
60,2010-11-10,Los Angeles Clippers,Eric Gordon,sore left shoulder (DNP),Eric Gordon,1,0,,regular,2010,9,shoulder,torso
61,2010-11-10,Minnesota Timberwolves,Wayne Ellington,thigh injury (DTD),Wayne Ellington,1,0,,regular,2010,9,quad,upper leg
63,2010-11-10,Toronto Raptors,David Andersen,flu (DTD),David Andersen,1,0,,regular,2010,8,sick,sick
64,2010-11-10,Los Angeles Clippers,Chris Kaman,sprained left ankle (DNP),Chris Kaman,1,0,,regular,2010,9,ankle,lower leg
65,2010-11-10,Milwaukee Bucks,Carlos Delfino,strained neck (DNP),Carlos Delfino,1,0,,regular,2010,9,neck,head
66,2010-11-10,Philadelphia 76ers,Jason Kapono,placed on IL for personal reasons,Jason Kapono,1,0,,regular,2010,8,personal reasons,healthy inactive
67,2010-11-10,Atlanta Hawks,Marvin Williams,bone bruise in right knee (DNP),Marvin Williams,1,0,,regular,2010,9,knee,knee
68,2010-11-11,Boston Celtics,Jermaine O'Neal,sore left knee (DNP),Jermaine O'Neal,1,0,,regular,2010,9,knee,knee
69,2010-11-11,Houston Rockets,Yao Ming,sprained left ankle (DTD),Yao Ming,1,0,,regular,2010,8,ankle,lower leg
70,2010-11-11,San Antonio Spurs,James Anderson,stress fracture in right foot (out indefinitely),James Anderson,1,0,,regular,2010,8,foot,foot
71,2010-11-11,Golden State Warriors,David Lee,placed on IL with infection in left elbow,David Lee,1,0,,regular,2010,9,sick,sick
73,2010-11-12,Oklahoma City Thunder,Royal Ivey,placed on IL for personal reasons,Royal Ivey,1,0,,regular,2010,8,personal reasons,healthy inactive
74,2010-11-12,Golden State Warriors,David Lee,surgery on left elbow to repair infection,David Lee,1,0,,regular,2010,10,sick,sick
75,2010-11-12,Los Angeles Clippers,Randy Foye,strained left hamstring (DNP),Randy Foye,1,0,,regular,2010,10,hamstring,upper leg
76,2010-11-13,Toronto Raptors,Reggie Evans,flu-like symptoms (DNP),Reggie Evans,1,0,,regular,2010,10,sick,sick
77,2010-11-13,Boston Celtics,Jermaine O'Neal,sore left knee (DNP),Jermaine O'Neal,1,0,,regular,2010,10,knee,knee
78,2010-11-13,Charlotte Bobcats,Tyrus Thomas,placed on IL (death in family),Tyrus Thomas,1,0,,regular,2010,10,personal reasons,healthy inactive
79,2010-11-13,Milwaukee Bucks,Carlos Delfino,strained neck (DNP),Carlos Delfino,1,0,,regular,2010,10,neck,head
80,2010-11-14,Houston Rockets,Chase Budinger,sprained left ankle (DNP),Chase Budinger,1,0,,regular,2010,9,ankle,lower leg
81,2010-11-14,Minnesota Timberwolves,Nikola Pekovic,sprained left ankle (DNP),Nikola Pekovic,1,0,,regular,2010,11,ankle,lower leg
82,2010-11-14,Minnesota Timberwolves,Wayne Ellington,bruised left thigh (DNP),Wayne Ellington,1,0,,regular,2010,11,quad,upper leg
83,2010-11-15,Minnesota Timberwolves,Wayne Ellington,bruised left thigh (DNP),Wayne Ellington,1,0,,regular,2010,12,quad,upper leg
85,2010-11-15,Los Angeles Clippers,Randy Foye,strained left hamstring (DNP),Randy Foye,1,0,,regular,2010,11,hamstring,upper leg
86,2010-11-15,Utah Jazz,Raja Bell,strained left abductor (DNP),Raja Bell,1,0,,regular,2010,11,abdominal,torso
88,2010-11-15,Minnesota Timberwolves,Nikola Pekovic,left foot injury (DNP),Nikola Pekovic,1,0,,regular,2010,12,foot,foot
89,2010-11-16,Milwaukee Bucks,Carlos Delfino,strained neck (DNP),Carlos Delfino,1,0,,regular,2010,11,neck,head
90,2010-11-16,Portland Trailblazers,Brandon Roy,sore left knee (DNP),Brandon Roy,1,0,,regular,2010,12,knee,knee
91,2010-11-17,Los Angeles Clippers,Randy Foye,strained left hamstring (DNP),Randy Foye,1,0,,regular,2010,12,hamstring,upper leg
92,2010-11-17,Utah Jazz,Kyrylo Fesenko,dizziness (DNP),Kyrylo Fesenko,1,0,,regular,2010,12,sick,sick
93,2010-11-17,Houston Rockets,Chase Budinger,sprained left ankle (DNP),Chase Budinger,1,0,,regular,2010,11,ankle,lower leg
94,2010-11-18,Portland Trailblazers,Brandon Roy,sore left knee (DNP),Brandon Roy,1,0,,regular,2010,13,knee,knee
95,2010-11-18,Orlando Magic,Jason Williams,foot injury (DTD),Jason Williams,3,0,,regular,2010,11,foot,foot
96,2010-11-18,Indiana Pacers,Mike Dunleavy Jr.,placed on IL with birth of child,Mike Dunleavy,1,0,,regular,2010,10,personal reasons,healthy inactive
97,2010-11-19,Portland Trailblazers,Greg Oden,mircofracture surgery on left knee (out for season),Greg Oden,1,0,,regular,2010,14,knee,knee
98,2010-11-19,Milwaukee Bucks,Carlos Delfino,strained neck (DNP),Carlos Delfino,1,0,,regular,2010,12,neck,head
99,2010-11-19,Miami Heat,Juwan Howard,broken nose (DNP),Juwan Howard,1,0,,regular,2010,12,nose,head
100,2010-11-19,New York Knicks,Timofey Mozgov,left calf injury (DNP),Timofey Mozgov,1,0,,regular,2010,13,calf,lower leg
101,2010-11-19,Golden State Warriors,Brandan Wright,strained lower back (DNP),Brandan Wright,1,0,,regular,2010,12,back,torso
102,2010-11-20,Phoenix Suns,Steve Nash,strained groin (DNP),Steve Nash,1,0,,regular,2010,13,groin,upper leg
104,2010-11-20,Portland Trailblazers,Brandon Roy,sore left knee (DNP),Brandon Roy,1,0,,regular,2010,14,knee,knee
105,2010-11-20,Milwaukee Bucks,Carlos Delfino,strained neck (DNP),Carlos Delfino,1,0,,regular,2010,13,neck,head
106,2010-11-21,Washington Wizards,John Wall (a),sprained left foot (DNP),John Wall,1,0,,regular,2010,12,foot,foot
107,2010-11-22,New Orleans Hornets,Marcus Thornton (T.),DNP,Marcus Thornton,1,0,,regular,2010,13,other,other
108,2010-11-22,Golden State Warriors,Brandan Wright,strained lower back (DNP),Brandan Wright,1,0,,regular,2010,14,back,torso
109,2010-11-23,Philadelphia 76ers,Jason Kapono,placed on IL for personal reasons,Jason Kapono,1,0,,regular,2010,14,personal reasons,healthy inactive
110,2010-11-23,Miami Heat,Udonis Haslem,surgery on left foot to repair torn ligament (out for season),Udonis Haslem,1,0,,regular,2010,15,foot,foot
112,2010-11-24,Golden State Warriors,Brandan Wright,strained lower back (DNP),Brandan Wright,1,0,,regular,2010,15,back,torso
113,2010-11-24,Boston Celtics,Delonte West,broken right wrist (out indefinitely),Delonte West,1,0,,regular,2010,15,wrist,arm
114,2010-11-24,Milwaukee Bucks,Andrew Bogut,sore back (DNP),Andrew Bogut,1,0,,regular,2010,14,back,torso
115,2010-11-24,Milwaukee Bucks,Carlos Delfino,strained neck (DNP),Carlos Delfino,1,0,,regular,2010,14,neck,head
116,2010-11-24,Chicago Bulls,Taj Gibson,right ankle/foot injury (DNP),Taj Gibson,1,0,,regular,2010,13,foot,foot
117,2010-11-26,Milwaukee Bucks,Andrew Bogut,sore back (DNP),Andrew Bogut,1,0,,regular,2010,15,back,torso
118,2010-11-26,Milwaukee Bucks,Carlos Delfino,strained neck (DNP),Carlos Delfino,1,0,,regular,2010,15,neck,head
119,2010-11-26,Memphis Grizzlies,Hamed Haddadi,personal reasons (DTD),Hamed Haddadi,2,0,,regular,2010,16,personal reasons,healthy inactive
120,2010-11-26,Toronto Raptors,Reggie Evans,broken right foot (out indefinitely),Reggie Evans,1,0,,regular,2010,16,foot,foot
121,2010-11-26,Golden State Warriors,Brandan Wright,strained lower back (DNP),Brandan Wright,1,0,,regular,2010,16,back,torso
122,2010-11-27,Washington Wizards,John Wall (a),bruised right knee (P) / sore left knee (CBC) (DNP),John Wall,1,0,,regular,2010,15,knee,knee
123,2010-11-27,Milwaukee Bucks,Drew Gooden,plantar fasciitis in left foot (DNP),Drew Gooden,1,0,,regular,2010,16,foot,foot
124,2010-11-27,Milwaukee Bucks,Corey Maggette,sore left ankle (DNP),Corey Maggette,1,0,,regular,2010,16,ankle,lower leg
125,2010-11-27,Milwaukee Bucks,Andrew Bogut,sore back (DNP),Andrew Bogut,1,0,,regular,2010,16,back,torso
126,2010-11-28,Toronto Raptors,Reggie Evans,broken right foot (DNP),Reggie Evans,1,0,,regular,2010,17,foot,foot
127,2010-11-28,Portland Trailblazers,Sean Marks,sprained right ankle (DNP),Sean Marks,1,0,,regular,2010,16,ankle,lower leg
128,2010-11-28,Los Angeles Clippers,Randy Foye,strained left hamstring (DNP),Randy Foye,1,0,,regular,2010,18,hamstring,upper leg
129,2010-11-28,New York Knicks,Toney Douglas,bruised right quadriceps (DNP),Toney Douglas,1,0,,regular,2010,18,quad,upper leg
130,2010-11-28,Los Angeles Lakers,Devin Ebanks,gastroenteritis (DNP),Devin Ebanks,1,0,,regular,2010,17,sick,sick
131,2010-11-28,Toronto Raptors,Predrag Stojakovic / Peja Stojakovic,swollen left knee (DNP),Peja Stojakovic,1,0,,regular,2010,17,knee,knee
132,2010-11-29,Washington Wizards,John Wall (a),bruised right knee (P) (DNP),John Wall,1,0,,regular,2010,16,knee,knee
133,2010-11-29,Milwaukee Bucks,Drew Gooden,left foot injury (DNP),Drew Gooden,1,0,,regular,2010,17,foot,foot
134,2010-11-29,Milwaukee Bucks,Corey Maggette,illness (DNP),Corey Maggette,1,0,,regular,2010,17,sick,sick
135,2010-11-29,Milwaukee Bucks,Andrew Bogut,sore back (DNP),Andrew Bogut,1,0,,regular,2010,17,back,torso
136,2010-11-30,Boston Celtics,Delonte West,surgery to repair broken right wrist,Delonte West,1,0,,regular,2010,17,wrist,arm
139,2010-12-01,Milwaukee Bucks,Andrew Bogut,sore back (DNP),Andrew Bogut,1,0,,regular,2010,18,back,torso
140,2010-12-01,Toronto Raptors,Predrag Stojakovic / Peja Stojakovic,swollen left knee (DNP),Peja Stojakovic,1,0,,regular,2010,18,knee,knee
141,2010-12-02,Atlanta Hawks,Joe Johnson,arthroscopic surgery on right elbow to remove loose particle (out indefinitely),Joe Johnson,1,0,,regular,2010,20,elbow,arm
142,2010-12-03,Orlando Magic,J.J. Redick,stomach virus (DNP),JJ Redick,1,0,,regular,2010,19,sick,sick
143,2010-12-03,Toronto Raptors,Predrag Stojakovic / Peja Stojakovic,swollen left knee (DNP),Peja Stojakovic,1,0,,regular,2010,19,knee,knee
144,2010-12-03,Orlando Magic,Jameer Nelson,stomach virus (DNP),Jameer Nelson,1,0,,regular,2010,19,sick,sick
145,2010-12-03,New Orleans Hornets,David West,stomach virus (DNP),David West,1,0,,regular,2010,19,sick,sick
147,2010-12-03,Orlando Magic,Dwight Howard,stomach virus (DNP),Dwight Howard,1,0,,regular,2010,19,sick,sick
148,2010-12-04,Minnesota Timberwolves,Michael Beasley,sprained right ankle (DNP),Michael Beasley,1,0,,regular,2010,20,ankle,lower leg
149,2010-12-04,Orlando Magic,Dwight Howard,stomach virus (DNP),Dwight Howard,1,0,,regular,2010,20,sick,sick
150,2010-12-04,Orlando Magic,J.J. Redick,stomach virus (DNP),JJ Redick,1,0,,regular,2010,20,sick,sick
151,2010-12-04,Orlando Magic,Jameer Nelson,stomach virus (DNP),Jameer Nelson,1,0,,regular,2010,20,sick,sick
152,2010-12-04,Orlando Magic,Ryan Anderson,sprained right foot (DNP),Ryan Anderson,1,0,,regular,2010,20,foot,foot
153,2010-12-05,Golden State Warriors,Rodney Carney,sprained left foot (DTD),Rodney Carney,1,0,,regular,2010,20,foot,foot
154,2010-12-05,Oklahoma City Thunder,D.J. White,sprained right ankle (DTD),DJ White,3,0,,regular,2010,21,ankle,lower leg
155,2010-12-05,Boston Celtics,Rajon Rondo,strained hamstring (DNP),Rajon Rondo,1,0,,regular,2010,20,hamstring,upper leg
156,2010-12-05,Toronto Raptors,Predrag Stojakovic / Peja Stojakovic,sore/swollen left knee (DNP),Peja Stojakovic,1,0,,regular,2010,20,knee,knee
157,2010-12-06,Orlando Magic,Jameer Nelson,stomach flu (DNP),Jameer Nelson,1,0,,regular,2010,21,sick,sick
158,2010-12-06,Milwaukee Bucks,Drew Gooden,patella tendinitis in left foot (DNP),Drew Gooden,1,0,,regular,2010,20,foot,foot
159,2010-12-07,Detroit Pistons,Charlie Villanueva,placed on IL for personal reasons,Charlie Villanueva,1,0,,regular,2010,22,personal reasons,healthy inactive
160,2010-12-08,Toronto Raptors,Predrag Stojakovic / Peja Stojakovic,swollen left knee (DNP),Peja Stojakovic,1,0,,regular,2010,22,knee,knee
161,2010-12-08,Washington Wizards,John Wall (a),sore left foot (DNP),John Wall,1,0,,regular,2010,21,foot,foot
162,2010-12-08,Minnesota Timberwolves,Darko Milicic,bruised right quadriceps (DNP),Darko Milicic,1,0,,regular,2010,22,quad,upper leg
164,2010-12-08,Denver Nuggets,Carmelo Anthony,right knee inflammation (DNP),Carmelo Anthony,1,0,,regular,2010,21,knee,knee
165,2010-12-08,Sacramento Kings,Samuel Dalembert,personal reasons (DNP),Samuel Dalembert,1,0,,regular,2010,20,personal reasons,healthy inactive
166,2010-12-08,Utah Jazz,Kyrylo Fesenko,sprained left ankle (DNP),Kyrylo Fesenko,1,0,,regular,2010,23,ankle,lower leg
168,2010-12-09,Boston Celtics,Shaquille O'Neal,sore right calf (P) / sore left knee (CBC) (DNP),Shaquille O'Neal,1,0,,regular,2010,22,calf,lower leg
170,2010-12-10,Oklahoma City Thunder,Nenad Krstic,back injury (DTD),Nenad Krstic,1,0,,regular,2010,24,back,torso
171,2010-12-10,Toronto Raptors,Jose Calderon,sore left foot (DTD),Jose Calderon,1,0,,regular,2010,23,foot,foot
173,2010-12-10,Atlanta Hawks,Zaur Pachulia / Zaza Pachulia,illness (DTD),Zaza Pachulia,1,0,,regular,2010,24,sick,sick
174,2010-12-10,Charlotte Bobcats,Tyrus Thomas,quadriceps injury (DTD),Tyrus Thomas,1,0,,regular,2010,22,quad,upper leg
175,2010-12-10,Utah Jazz,Raja Bell,groin injury (DTD),Raja Bell,1,0,,regular,2010,24,groin,upper leg
176,2010-12-10,Golden State Warriors,Stephen Curry,sprained right ankle (DTD),Stephen Curry,1,0,,regular,2010,23,ankle,lower leg
177,2010-12-11,Toronto Raptors,Predrag Stojakovic / Peja Stojakovic,swollen left knee (DNP),Peja Stojakovic,1,0,,regular,2010,24,knee,knee
178,2010-12-11,Denver Nuggets,Carmelo Anthony,right knee patella tendinitis (DNP),Carmelo Anthony,1,0,,regular,2010,23,knee,knee
179,2010-12-11,Cleveland Cavaliers,Ryan Hollins,stomach virus (DTD),Ryan Hollins,1,0,,regular,2010,23,sick,sick
180,2010-12-11,Utah Jazz,Kyrylo Fesenko,sprained left ankle (DNP),Kyrylo Fesenko,1,0,,regular,2010,25,ankle,lower leg
181,2010-12-11,Utah Jazz,Raja Bell,strained right abductor (DNP),Raja Bell,1,0,,regular,2010,25,abdominal,torso
182,2010-12-12,Orlando Magic,Chris Duhon,strained lower back (DNP),Chris Duhon,1,0,,regular,2010,24,back,torso
183,2010-12-13,Utah Jazz,Francisco Elson,renewing visa (DNP),Francisco Elson,1,0,,regular,2010,26,other,other
184,2010-12-13,Utah Jazz,Raja Bell,strained right abductor (DNP),Raja Bell,1,0,,regular,2010,26,abdominal,torso
185,2010-12-13,New Jersey Nets,Damion James,surgery to insert screw to repair broken right foot (out indefinitely),Damion James,1,0,,regular,2010,25,foot,foot
186,2010-12-14,Sacramento Kings,Tyreke Evans,left foot injury (DTD),Tyreke Evans,1,0,,regular,2010,22,foot,foot
187,2010-12-14,Orlando Magic,Mickael Pietrus,sprained left knee (DNP),Mickael Pietrus,1,0,,regular,2010,25,knee,knee
188,2010-12-14,Orlando Magic,Quentin Richardson,sore left elbow (DNP),Quentin Richardson,1,0,,regular,2010,25,elbow,arm
189,2010-12-14,Denver Nuggets,Chauncey Billups,sprained right wrist (DNP),Chauncey Billups,1,0,,regular,2010,24,wrist,arm
190,2010-12-14,Toronto Raptors,Predrag Stojakovic / Peja Stojakovic,swollen left knee (DNP),Peja Stojakovic,1,0,,regular,2010,25,knee,knee
191,2010-12-15,Washington Wizards,Yi Jianlian / Jianlian Yi,sprained right knee (out indefinitely),Yi Jianlian,1,0,,regular,2010,24,knee,knee
192,2010-12-15,Toronto Raptors,Predrag Stojakovic / Peja Stojakovic,swollen left knee (DNP),Peja Stojakovic,1,0,,regular,2010,26,knee,knee
193,2010-12-15,Toronto Raptors,Andrea Bargnani,sore left knee (DNP),Andrea Bargnani,1,0,,regular,2010,26,knee,knee
194,2010-12-15,Milwaukee Bucks,John Salmons,back spasms (DNP),John Salmons,1,0,,regular,2010,24,back,torso
195,2010-12-15,Boston Celtics,Shaquille O'Neal,sore right calf (DNP),Shaquille O'Neal,1,0,,regular,2010,24,calf,lower leg
196,2010-12-15,Chicago Bulls,Joakim Noah,torn ligament in right thumb (out indefinitely),Joakim Noah,1,0,,regular,2010,24,finger,hand
197,2010-12-15,Miami Heat,Carlos Arroyo,funeral (DNP),Carlos Arroyo,1,0,,regular,2010,27,other,other
198,2010-12-16,Houston Rockets,Yao Ming,stress fracture in left ankle (out for season),Yao Ming,1,0,,regular,2010,26,ankle,lower leg
199,2010-12-16,Washington Wizards,John Wallace,right knee tendinitis (DNP),John Wallace,1,0,,regular,2010,24,knee,knee
200,2010-12-16,San Antonio Spurs,Tiago Splitter,strained right adductor (DTD),Tiago Splitter,1,0,,regular,2010,25,hip,upper leg
201,2010-12-16,Denver Nuggets,Chauncey Billups,torn ligament in right wrist (DNP),Chauncey Billups,1,0,,regular,2010,25,wrist,arm
202,2010-12-16,New Jersey Nets,Anthony Morrow,strained right hamstring (DNP),Anthony Morrow,1,0,,regular,2010,26,hamstring,upper leg
203,2010-12-16,Boston Celtics,Shaquille O'Neal,sore right calf (DNP),Shaquille O'Neal,1,0,,regular,2010,25,calf,lower leg
204,2010-12-16,Boston Celtics,Rajon Rondo,sprained left ankle (DNP),Rajon Rondo,1,0,,regular,2010,25,ankle,lower leg
205,2010-12-16,Chicago Bulls,Joakim Noah,surgery on right thumb to repair torn ligament (out indefinitely),Joakim Noah,1,0,,regular,2010,25,finger,hand
206,2010-12-17,Portland Trailblazers,Brandon Roy,sore left knee (DNP),Brandon Roy,1,0,,regular,2010,27,knee,knee
207,2010-12-17,Toronto Raptors,Sonny Weems,sore lower back (DNP),Sonny Weems,1,0,,regular,2010,27,back,torso
208,2010-12-18,Denver Nuggets,Chauncey Billups,torn ligament in right wrist (DNP),Chauncey Billups,1,0,,regular,2010,26,wrist,arm
209,2010-12-18,Portland Trailblazers,Nicolas Batum,sore right shoulder (DNP),Nicolas Batum,1,0,,regular,2010,28,shoulder,torso
210,2010-12-18,San Antonio Spurs,George Hill,sprained right big toe (DNP),George Hill,1,0,,regular,2010,26,toe,foot
211,2010-12-18,Portland Trailblazers,Brandon Roy,sore left knee (DNP),Brandon Roy,1,0,,regular,2010,28,knee,knee
212,2010-12-18,Portland Trailblazers,Marcus Camby,sore right shoulder (DNP),Marcus Camby,1,0,,regular,2010,28,shoulder,torso
213,2010-12-19,Boston Celtics,Rajon Rondo,sprained left ankle (DNP),Rajon Rondo,1,0,,regular,2010,26,ankle,lower leg
214,2010-12-19,New Jersey Nets,Quinton Ross,bruised lower back (DNP),Quinton Ross,1,0,,regular,2010,28,back,torso
215,2010-12-19,Detroit Pistons,Richard Hamilton,upset stomach (DNP),Richard Hamilton,1,0,,regular,2010,28,other,other
216,2010-12-19,Detroit Pistons,Rodney Stuckey,sore left big toe (DNP),Rodney Stuckey,1,0,,regular,2010,28,toe,foot
217,2010-12-19,Toronto Raptors,Andrea Bargnani,sore right ankle (DNP),Andrea Bargnani,1,0,,regular,2010,28,ankle,lower leg
218,2010-12-19,Toronto Raptors,Sonny Weems,back spasms (DNP),Sonny Weems,1,0,,regular,2010,28,back,torso
