,Date,Team,Relinquished,Notes,Player,Reg_games_missed,Post_games_missed,Out_for_season,Season,Year,Game_number,note_keyword,category
9766,2017-12-16,San Antonio Spurs,Danny Green,tightness in left groin (DTD),Danny Green,2,0,,regular,2017,30,groin,upper leg
9767,2017-12-16,Orlando Magic,Aaron Gordon,strained right calf (DTD),Aaron Gordon,1,0,,regular,2017,31,calf,lower leg
9769,2017-12-16,Utah Jazz,Derrick Favors,eye laceration (DTD),Derrick Favors,1,0,,regular,2017,30,eye,head
9770,2017-12-16,Memphis Grizzlies,Chandler Parsons,rest (DTD),Chandler Parsons,1,0,,regular,2017,30,rest,rest
9772,2017-12-16,Utah Jazz,Rudy Gobert,sprained left knee (DTD),Rudy Gobert,1,0,,regular,2017,30,knee,knee
9773,2017-12-17,Philadelphia 76ers,Furkan Korkmaz,left foot injury (out indefinitely),Furkan Korkmaz,1,0,,regular,2017,29,foot,foot
9774,2017-12-17,Washington Wizards,Otto Porter Jr.,hip injury / bruised right thigh (DTD),Otto Porter,1,0,,regular,2017,30,quad,upper leg
9776,2017-12-17,Golden State Warriors,Shaun Livingston,sore right knee (DTD),Shaun Livingston,1,0,,regular,2017,30,knee,knee
9779,2017-12-17,Sacramento Kings,De'Aaron Fox,bruised right quadriceps (DTD),De'Aaron Fox,1,0,,regular,2017,29,quad,upper leg
9780,2017-12-17,Miami Heat,James Johnson,right ankle injury (DTD),James Johnson,1,0,,regular,2017,30,ankle,lower leg
9781,2017-12-17,Philadelphia 76ers,Trevor Booker,sprained left ankle (DTD),Trevor Booker,1,0,,regular,2017,29,ankle,lower leg
9782,2017-12-17,Philadelphia 76ers,Joel Embiid,back injury (DTD),Joel Embiid,1,0,,regular,2017,29,back,torso
9784,2017-12-18,Utah Jazz,Derrick Favors,concussion (DTD),Derrick Favors,1,0,,regular,2017,31,head,head
9785,2017-12-18,Los Angeles Clippers,Louis Williams / Lou Williams,sprained left / right foot (DTD),Lou Williams,1,0,,regular,2017,29,foot,foot
9786,2017-12-18,Los Angeles Clippers,Wesley Johnson / Wes Johnson,sore left foot (DTD),Wesley Johnson,5,0,,regular,2017,29,foot,foot
9787,2017-12-18,Miami Heat,Goran Dragic,sore left elbow (DTD),Goran Dragic,3,0,,regular,2017,30,elbow,arm
9788,2017-12-18,Miami Heat,James Johnson,bursitis in right ankle (DTD),James Johnson,3,0,,regular,2017,30,ankle,lower leg
9791,2017-12-19,Los Angeles Lakers,Brook Lopez,sprained right ankle (DTD),Brook Lopez,1,0,,regular,2017,29,ankle,lower leg
9794,2017-12-20,Utah Jazz,Donovan Mitchell,bruised right big toe (DTD),Donovan Mitchell,2,0,,regular,2017,32,toe,foot
9796,2017-12-20,Houston Rockets,Clint Capela,bruised left heel (DTD),Clint Capela,2,0,,regular,2017,30,heel,foot
9797,2017-12-20,San Antonio Spurs,(William) Tony Parker,rest (DTD),Tony Parker,1,0,,regular,2017,32,rest,rest
9799,2017-12-21,Houston Rockets,Chris Paul,strained left adductor (DTD),Chris Paul,3,0,,regular,2017,31,hip,upper leg
9801,2017-12-21,San Antonio Spurs,Emanuel Ginobili / Manu Ginobili,rest (DTD),Manu Ginobili,1,0,,regular,2017,33,rest,rest
9802,2017-12-21,San Antonio Spurs,Danny Green,tightness in left groin (DTD),Danny Green,1,0,,regular,2017,33,groin,upper leg
9803,2017-12-21,Boston Celtics,Jaylen Brown,sore left Achilles (DTD),Jaylen Brown,1,0,,regular,2017,35,achilles,lower leg
9804,2017-12-21,Cleveland Cavaliers,J.R. Smith,sore left knee (DTD),JR Smith,1,0,,regular,2017,33,knee,knee
9805,2017-12-21,Portland Trailblazers,Damian Lillard,strained right hamstring (DTD),Damian Lillard,1,0,,regular,2017,32,hamstring,upper leg
9806,2017-12-21,Utah Jazz,Nate Wolters,sore lower back (DTD),Nate Wolters,1,0,,regular,2017,33,back,torso
9808,2017-12-22,Los Angeles Clippers,Milos Teodosic,rest (DTD),Milos Teodosic,1,0,,regular,2017,31,rest,rest
9809,2017-12-22,Atlanta Hawks,Dennis Schroder,left ankle injury (DTD),Dennis Schroder,1,0,,regular,2017,32,ankle,lower leg
9810,2017-12-22,Orlando Magic,Jonathan Isaac,sore right ankle (DTD),Jonathan Isaac,2,0,,regular,2017,33,ankle,lower leg
9811,2017-12-23,Sacramento Kings,Vince Carter,rib injury (DTD),Vince Carter,1,0,,regular,2017,32,ribs,torso
9814,2017-12-23,San Antonio Spurs,Kawhi Leonard,right quadricep injury / rest (DTD),Kawhi Leonard,1,0,,regular,2017,34,rest,rest
9816,2017-12-23,Orlando Magic,Nikola Vucevic,fractured left hand (out indefinitely),Nikola Vucevic,1,0,,regular,2017,34,hand,hand
9817,2017-12-23,Miami Heat,Dion Waiters,sprained left ankle (DTD),Dion Waiters,1,0,,regular,2017,33,ankle,lower leg
9822,2017-12-24,Los Angeles Lakers,Lonzo Ball,sprained left shoulder (DTD),Lonzo Ball,1,0,,regular,2017,32,shoulder,torso
9826,2017-12-26,Boston Celtics,Marcus Morris,left knee injury (DTD),Marcus Morris,1,0,,regular,2017,38,knee,knee
9827,2017-12-26,Miami Heat,James Johnson,bursitis in right ankle (DTD),James Johnson,3,0,,regular,2017,34,ankle,lower leg
9831,2017-12-27,Boston Celtics,Jaylen Brown,sore right knee (DTD),Jaylen Brown,1,0,,regular,2017,38,knee,knee
9832,2017-12-27,Detroit Pistons,Reggie Jackson (b),sprained right ankle (out indefinitely),Reggie Jackson,1,0,,regular,2017,34,ankle,lower leg
9833,2017-12-27,Houston Rockets,Clint Capela,fractured right orbital bone (DTD),Clint Capela,1,0,,regular,2017,33,other,other
9834,2017-12-29,Washington Wizards,Mike Scott,placed on IL for personal reasons,Mike Scott,1,0,,regular,2017,36,personal reasons,healthy inactive
9835,2017-12-29,San Antonio Spurs,Rudy Gay,bursitis in right heel (DTD),Rudy Gay,1,0,,regular,2017,37,heel,foot
9836,2017-12-29,Houston Rockets,Nene / Nene Hilario / Maybyner Hilario,undisclosed (DTD),Nene Hilario,1,0,,regular,2017,34,other,other
9837,2017-12-29,Oklahoma City Thunder,Paul George,sore left knee (DTD),Paul George,1,0,,regular,2017,36,knee,knee
9838,2017-12-29,Memphis Grizzlies,Chandler Parsons,sore right knee (DTD),Chandler Parsons,1,0,,regular,2017,36,knee,knee
9839,2017-12-29,Los Angeles Lakers,Tyler Ennis,flu (DTD),Tyler Ennis,1,0,,regular,2017,34,sick,sick
9840,2017-12-29,Chicago Bulls,Kris Dunn,patellar tendinitis in left knee (DTD),Kris Dunn,1,0,,regular,2017,35,knee,knee
9843,2017-12-30,Philadelphia 76ers,Joel Embiid,back injury (DTD),Joel Embiid,1,0,,regular,2017,35,back,torso
9844,2017-12-30,Portland Trailblazers,Meyers Leonard,ankle injury (DTD),Meyers Leonard,1,0,,regular,2017,35,ankle,lower leg
9845,2017-12-30,Los Angeles Clippers,Austin Rivers,strained right Achilles tendon (DTD),Austin Rivers,1,0,,regular,2017,35,achilles,lower leg
9846,2017-12-30,Denver Nuggets,Juancho Hernangomez / Juan Hernangomez,illness (DTD),Juan Hernangomez,1,0,,regular,2017,36,sick,sick
9847,2017-12-30,Denver Nuggets,Malik Beasley,elbow injury (DTD),Malik Beasley,1,0,,regular,2017,36,elbow,arm
9848,2017-12-30,Detroit Pistons,Stanley Johnson,strained right hip flexor (DTD),Stanley Johnson,1,0,,regular,2017,35,hip,upper leg
9855,2018-01-01,Sacramento Kings,Frank Mason,bruised right heel (DTD),Frank Mason,1,0,,regular,2017,37,heel,foot
9856,2018-01-01,Houston Rockets,James Harden,strained left hamstring (DTD),James Harden,1,0,,regular,2017,36,hamstring,upper leg
9858,2018-01-02,Los Angeles Clippers,Austin Rivers,sore right Achilles (DTD),Austin Rivers,1,0,,regular,2017,36,achilles,lower leg
9861,2018-01-03,San Antonio Spurs,Emanuel Ginobili / Manu Ginobili,rest (DTD),Manu Ginobili,1,0,,regular,2017,39,rest,rest
9862,2018-01-03,San Antonio Spurs,(William) Tony Parker,rest (DTD),Tony Parker,1,0,,regular,2017,39,rest,rest
9863,2018-01-03,Detroit Pistons,Andre Drummond,bruised right rib (DTD),Andre Drummond,1,0,,regular,2017,36,ribs,torso
9864,2018-01-03,Cleveland Cavaliers,Isaiah Thomas,right hip injury (DTD),Isaiah Thomas,1,0,,regular,2017,38,hip,upper leg
9866,2018-01-04,Houston Rockets,Chinanu Onuaku,virus (DTD),Chinanu Onuaku,3,0,,regular,2017,37,sick,sick
9867,2018-01-05,Miami Heat,Derrick Walton Jr.,illness (DTD),Derrick Walton,1,0,,regular,2017,38,sick,sick
9869,2018-01-05,San Antonio Spurs,LaMarcus Aldridge,rest (DTD),LaMarcus Aldridge,1,0,,regular,2017,40,rest,rest
9872,2018-01-05,Phoenix Suns,Isaiah Canaan,strained left adductor (DTD),Isaiah Canaan,1,0,,regular,2017,41,hip,upper leg
9873,2018-01-06,San Antonio Spurs,Kawhi Leonard,partial tear in left shoulder (DTD),Kawhi Leonard,1,0,,regular,2017,41,shoulder,torso
9874,2018-01-06,Detroit Pistons,Andre Drummond,bruised right rib (DTD),Andre Drummond,1,0,,regular,2017,38,ribs,torso
9875,2018-01-06,Orlando Magic,Jonathon Simmons,back spasms (DTD),Jonathon Simmons,1,0,,regular,2017,40,back,torso
9876,2018-01-06,Sacramento Kings,George Hill,placed on IL for personal reasons,George Hill,1,0,,regular,2017,38,personal reasons,healthy inactive
9877,2018-01-06,Boston Celtics,Al Horford,sore left calf / knee injury (DTD),Al Horford,1,0,,regular,2017,43,calf,lower leg
9878,2018-01-06,Los Angeles Clippers,Milos Teodosic,sore plantar fascia in left foot (DTD),Milos Teodosic,3,0,,regular,2017,38,foot,foot
9879,2018-01-07,Brooklyn Nets,DeMarre Carroll,sprained right knee (DTD),DeMarre Carroll,1,0,,regular,2017,40,knee,knee
9880,2018-01-07,San Antonio Spurs,(William) Tony Parker,rest (DTD),Tony Parker,1,0,,regular,2017,41,rest,rest
9882,2018-01-07,Phoenix Suns,Marquese Chriss,strained right hip flexor (DTD),Marquese Chriss,1,0,,regular,2017,42,hip,upper leg
9884,2018-01-08,San Antonio Spurs,Emanuel Ginobili / Manu Ginobili,rest (DTD),Manu Ginobili,1,0,,regular,2017,42,rest,rest
9887,2018-01-08,Chicago Bulls,Nikola Mirotic,stomach virus (DTD),Nikola Mirotic,2,0,,regular,2017,41,sick,sick
9888,2018-01-08,Brooklyn Nets,Nik Stauskas,ankle injury (DTD),Nik Stauskas,1,0,,regular,2017,40,ankle,lower leg
9889,2018-01-09,Miami Heat,Tyler Johnson,strained left shoulder (DTD),Tyler Johnson,1,0,,regular,2017,40,shoulder,torso
9892,2018-01-10,Utah Jazz,Derrick Favors,sprained right ankle (DTD),Derrick Favors,1,0,,regular,2017,41,ankle,lower leg
9894,2018-01-10,Indiana Pacers,Myles Turner,right elbow injury (DTD),Myles Turner,1,0,,regular,2017,41,elbow,arm
9895,2018-01-10,New Orleans Pelicans,Anthony Davis,sprained right ankle (DTD),Anthony Davis,1,0,,regular,2017,40,ankle,lower leg
9897,2018-01-10,Golden State Warriors,Stephen Curry,sprained right ankle (DTD),Stephen Curry,1,0,,regular,2017,42,ankle,lower leg
9898,2018-01-11,Houston Rockets,Zhou Qi / Qi Zhou,right elbow injury (DTD),Zhou Qi,8,0,,regular,2017,41,elbow,arm
9900,2018-01-11,San Antonio Spurs,(William) Tony Parker,sprained right ankle (DTD),Tony Parker,1,0,,regular,2017,43,ankle,lower leg
9902,2018-01-11,Philadelphia 76ers,Amir Johnson,gasroenteritis (DTD),Amir Johnson,1,0,,regular,2017,39,other,other
9903,2018-01-11,Los Angeles Clippers,C.J. Williams,sprained right ankle (DTD),CJ Williams,1,0,,regular,2017,41,ankle,lower leg
9907,2018-01-12,Houston Rockets,Tarik Black,eye injury (DTD),Tarik Black,1,0,,regular,2017,41,eye,head
9909,2018-01-12,Denver Nuggets,Gary Harris,personal reasons (DTD),Gary Harris,1,0,,regular,2017,42,personal reasons,healthy inactive
9910,2018-01-12,Cleveland Cavaliers,Dwyane Wade,rest (DTD),Dwyane Wade,1,0,,regular,2017,42,rest,rest
9911,2018-01-12,Miami Heat,Dion Waiters,surgery on left ankle (out indefinitely) (date approximate),Dion Waiters,1,0,,regular,2017,42,ankle,lower leg
9912,2018-01-12,Cleveland Cavaliers,Isaiah Thomas,rest (DTD),Isaiah Thomas,1,0,,regular,2017,42,rest,rest
9913,2018-01-12,Portland Trailblazers,Evan Turner,illness (DTD),Evan Turner,1,0,,regular,2017,42,sick,sick
9916,2018-01-13,Los Angeles Clippers,DeAndre Jordan,sprained left ankle (DTD),DeAndre Jordan,5,0,,regular,2017,42,ankle,lower leg
9917,2018-01-13,Utah Jazz,Thabo Sefolosha,surgery on right knee (out for season),Thabo Sefolosha,1,0,,regular,2017,43,knee,knee
9918,2018-01-13,Brooklyn Nets,Tyler Zeller,sore left hip (DTD),Tyler Zeller,1,0,,regular,2017,43,hip,upper leg
9921,2018-01-14,New Orleans Pelicans,Jameer Nelson,personal reasons (DTD),Jameer Nelson,1,0,,regular,2017,42,personal reasons,healthy inactive
9924,2018-01-15,Philadelphia 76ers,Richaun Holmes,gastroenteritis (DTD),Richaun Holmes,1,0,,regular,2017,40,sick,sick
9926,2018-01-15,Los Angeles Lakers,Brandon Ingram,sprained left ankle/knee (DTD),Brandon Ingram,1,0,,regular,2017,43,ankle,lower leg
9927,2018-01-15,Los Angeles Lakers,Lonzo Ball,sprained left knee (DTD),Lonzo Ball,1,0,,regular,2017,43,knee,knee
9930,2018-01-15,San Antonio Spurs,Kawhi Leonard,right quadriceps injury / rest (DTD),Kawhi Leonard,1,0,,regular,2017,45,rest,rest
9931,2018-01-16,San Antonio Spurs,Emanuel Ginobili / Manu Ginobili,bruised right thigh (DTD),Manu Ginobili,6,0,,regular,2017,46,quad,upper leg
9933,2018-01-16,Dallas Mavericks,Jose Juan Barea / Jose Barea / J.J. Barea,strained left groin (DTD),JJ Barea,1,0,,regular,2017,45,groin,upper leg
9935,2018-01-16,Philadelphia 76ers,J.J. Redick,left fibula injury (DTD),JJ Redick,1,0,,regular,2017,41,fibula,lower leg
9936,2018-01-16,Orlando Magic,Marreese Speights,personal reasons (DTD),Marreese Speights,1,0,,regular,2017,44,personal reasons,healthy inactive
9937,2018-01-17,Memphis Grizzlies,Marc Gasol,illness (DTD),Marc Gasol,1,0,,regular,2017,43,sick,sick
9939,2018-01-17,Detroit Pistons,Luke Kennard,thumb injury (DTD),Luke Kennard,1,0,,regular,2017,43,finger,hand
9940,2018-01-18,Philadelphia 76ers,James Young,undisclosed (DTD),James Young,1,0,,regular,2017,41,other,other
9941,2018-01-18,Chicago Bulls,Kris Dunn,concussion (out indefinitely),Kris Dunn,1,0,,regular,2017,46,head,head
9942,2018-01-18,Los Angeles Lakers,Kentavious Caldwell-Pope,strained right Achilles (DTD),Kentavious Caldwell-Pope,1,0,,regular,2017,45,achilles,lower leg
9944,2018-01-19,Milwaukee Bucks,Giannis Antetokounmpo,sore right knee (DTD),Giannis Antetokounmpo,1,0,,regular,2017,45,knee,knee
9946,2018-01-19,Los Angeles Lakers,Brandon Ingram,sprained left ankle (DTD),Brandon Ingram,1,0,,regular,2017,45,ankle,lower leg
9948,2018-01-19,Golden State Warriors,Jordan Bell,left ankle injury (out indefinitely),Jordan Bell,1,0,,regular,2017,47,ankle,lower leg
9949,2018-01-20,Minnesota Timberwolves,Jimmy Butler,sore right knee (DTD),Jimmy Butler,4,0,,regular,2017,48,knee,knee
9950,2018-01-20,Minnesota Timberwolves,Jamal Crawford,sprained left big toe (DTD),Jamal Crawford,2,0,,regular,2017,48,toe,foot
9951,2018-01-20,Houston Rockets,Troy Williams,illness (DTD),Troy Williams,1,0,,regular,2017,44,sick,sick
9952,2018-01-20,Memphis Grizzlies,James Ennis,right calf injury (DTD),James Ennis,1,0,,regular,2017,45,calf,lower leg
9954,2018-01-20,Miami Heat,Goran Dragic,bruised left knee (DTD),Goran Dragic,2,0,,regular,2017,46,knee,knee
9955,2018-01-20,Memphis Grizzlies,Mario Chalmers,right shoulder injury (DTD),Mario Chalmers,1,0,,regular,2017,45,shoulder,torso
9956,2018-01-20,Memphis Grizzlies,Andrew Harrison,left shoulder injury (DTD),Andrew Harrison,1,0,,regular,2017,45,shoulder,torso
9957,2018-01-20,Milwaukee Bucks,Malcolm Brogdon,placed on IL for personal reasons,Malcolm Brogdon,1,0,,regular,2017,45,personal reasons,healthy inactive
9959,2018-01-20,Utah Jazz,Rodney Hood,bruised lower leg (DTD),Rodney Hood,6,0,,regular,2017,46,leg,leg
9960,2018-01-21,Memphis Grizzlies,JaMychal Green,right ankle injury (DTD),JaMychal Green,1,0,,regular,2017,46,ankle,lower leg
9962,2018-01-22,Charlotte Hornets,Michael Kidd-Gilchrist,right axillary abscess (DTD),Michael Kidd-Gilchrist,1,0,,regular,2017,45,other,other
9963,2018-01-22,San Antonio Spurs,Pau Gasol,sprained right wrist (DTD),Pau Gasol,1,0,,regular,2017,49,wrist,arm
9965,2018-01-22,Los Angeles Clippers,Jawun Evans,sore lower abdominal (DTD),Jawun Evans,1,0,,regular,2017,46,abdominal,torso
9968,2018-01-23,Philadelphia 76ers,T.J. McConnell,personal reasons (DTD),TJ McConnell,1,0,,regular,2017,44,personal reasons,healthy inactive
9969,2018-01-23,Sacramento Kings,Zach Randolph,sore left knee (DTD),Zach Randolph,1,0,,regular,2017,47,knee,knee
9970,2018-01-23,New York Knicks,Kristaps Porzingis,irritation in left knee (DTD),Kristaps Porzingis,1,0,,regular,2017,48,knee,knee
9971,2018-01-24,San Antonio Spurs,LaMarcus Aldridge,rest (DTD),LaMarcus Aldridge,1,0,,regular,2017,50,rest,rest
9975,2018-01-24,Detroit Pistons,Reggie Bullock,thumb injury (DTD),Reggie Bullock,1,0,,regular,2017,46,finger,hand
9976,2018-01-24,Phoenix Suns,Alex Len,sore right ankle (DTD),Alex Len,1,0,,regular,2017,48,ankle,lower leg
9977,2018-01-24,Indiana Pacers,Darren Collison,placed on IL for personal reasons,Darren Collison,1,0,,regular,2017,48,personal reasons,healthy inactive
9978,2018-01-24,Boston Celtics,Marcus Smart,right hand injury (DTD),Marcus Smart,1,0,,regular,2017,49,hand,hand
9979,2018-01-24,Memphis Grizzlies,Jarell Martin,left knee injury (DTD),Jarell Martin,1,0,,regular,2017,47,knee,knee
9980,2018-01-24,Los Angeles Clippers,Jawun Evans,sore lower abdominal (DTD),Jawun Evans,1,0,,regular,2017,47,abdominal,torso
9981,2018-01-24,Boston Celtics,Al Horford,concussion (DTD),Al Horford,1,0,,regular,2017,49,head,head
9982,2018-01-24,Philadelphia 76ers,T.J. McConnell,placed on IL for personal reasons,TJ McConnell,1,0,,regular,2017,44,personal reasons,healthy inactive
9984,2018-01-25,Miami Heat,Udonis Haslem,personal reasons (DTD),Udonis Haslem,1,0,,regular,2017,48,personal reasons,healthy inactive
9987,2018-01-25,New York Knicks,Joakim Noah,placed on IL for personal reasons (out for season),Joakim Noah,1,0,,regular,2017,49,personal reasons,healthy inactive
9989,2018-01-25,Golden State Warriors,Patrick McCaw,strained back (DTD),Patrick McCaw,1,0,,regular,2017,49,back,torso
9990,2018-01-26,Memphis Grizzlies,Tyreke Evans,illness (DTD),Tyreke Evans,1,0,,regular,2017,48,sick,sick
9993,2018-01-26,Boston Celtics,Guerschon Yabusele,ankle injury (DTD),Guerschon Yabusele,2,0,,regular,2017,50,ankle,lower leg
9994,2018-01-26,Phoenix Suns,Tyson Chandler,illness (DTD),Tyson Chandler,1,0,,regular,2017,49,sick,sick
9995,2018-01-26,Sacramento Kings,Willie Cauley-Stein,bruised right knee (DTD),Willie Cauley-Stein,1,0,,regular,2017,49,knee,knee
9996,2018-01-26,New Orleans Pelicans,DeMarcus Cousins,torn left Achilles tendon (out for season),DeMarcus Cousins,1,0,,regular,2017,48,achilles,lower leg
9997,2018-01-26,Memphis Grizzlies,Ben McLemore,sore right knee (DTD),Ben McLemore,2,0,,regular,2017,48,knee,knee
9998,2018-01-26,Cleveland Cavaliers,Iman Shumpert,left knee injury (DTD),Iman Shumpert,1,0,,regular,2017,47,knee,knee
9999,2018-01-26,Cleveland Cavaliers,Dwyane Wade,placed on IL for personal reasons,Dwyane Wade,1,0,,regular,2017,47,personal reasons,healthy inactive
10000,2018-01-26,Portland Trailblazers,Evan Turner,placed on IL for personal reasons,Evan Turner,1,0,,regular,2017,49,personal reasons,healthy inactive
10004,2018-01-27,Oklahoma City Thunder,Andre Roberson,torn patellar tendon in left knee (out for season),Andre Roberson,1,0,,regular,2017,49,knee,knee
10006,2018-01-27,New Orleans Pelicans,DeMarcus Cousins,surgery to repair torn left Achilles tendon (out for season),DeMarcus Cousins,1,0,,regular,2017,49,achilles,lower leg
10007,2018-01-27,Denver Nuggets,Tyler Lydon,arthroscopic surgery on left knee (out for season),Tyler Lydon,1,0,,regular,2017,49,knee,knee
10008,2018-01-27,Brooklyn Nets,Caris LeVert,sore left groin (DTD),Caris LeVert,1,0,,regular,2017,50,groin,upper leg
10009,2018-01-27,Dallas Mavericks,Devin Harris,personal reasons (DTD),Devin Harris,1,0,,regular,2017,50,personal reasons,healthy inactive
10010,2018-01-27,Charlotte Hornets,Michael Carter-Williams,strained left shoulder (DTD),Michael Carter-Williams,1,0,,regular,2017,48,shoulder,torso
10012,2018-01-27,Memphis Grizzlies,Mike Conley Jr.,surgery on left heel to smooth bone (out for season) (date approximate),Mike Conley,1,0,,regular,2017,49,heel,foot
10014,2018-01-27,Dallas Mavericks,Jose Juan Barea / Jose Barea / J.J. Barea,strained left oblique (DTD),JJ Barea,1,0,,regular,2017,50,abdominal,torso
10016,2018-01-28,Oklahoma City Thunder,Andre Roberson,surgery on left knee to repair torn patellar tendon (out for season),Andre Roberson,1,0,,regular,2017,50,knee,knee
10018,2018-01-28,Sacramento Kings,Malachi Richardson,sprained left ankle (DTD),Malachi Richardson,6,0,,regular,2017,49,ankle,lower leg
10019,2018-01-28,Sacramento Kings,Garrett Temple,sprained right ankle (DTD),Garrett Temple,1,0,,regular,2017,49,ankle,lower leg
10020,2018-01-28,Detroit Pistons,Avery Bradley,sore right groin/hamstring (DTD),Avery Bradley,1,0,,regular,2017,48,hamstring,upper leg
10021,2018-01-29,Boston Celtics,Shane Larkin,sore right knee (DTD),Shane Larkin,1,0,,regular,2017,51,knee,knee
10024,2018-01-29,Houston Rockets,Trevor Ariza,strained left hamstring (DTD),Trevor Ariza,1,0,,regular,2017,49,hamstring,upper leg
10025,2018-01-30,Cleveland Cavaliers,Kevin Love,fractured left hand (out indefinitely),Kevin Love,1,0,,regular,2017,49,hand,hand
10027,2018-01-30,Chicago Bulls,Lauri Markkanen,birth of child (DTD),Lauri Markkanen,3,0,,regular,2017,51,personal reasons,healthy inactive
10029,2018-01-30,Charlotte Hornets,Marvin Williams,sprained left ankle (DTD),Marvin Williams,1,0,,regular,2017,50,ankle,lower leg
10031,2018-01-30,Orlando Magic,Aaron Gordon,strained left hip flexor (DTD),Aaron Gordon,9,0,,regular,2017,49,hip,upper leg
10032,2018-01-30,Houston Rockets,Chris Paul,sore right groin (DTD),Chris Paul,1,0,,regular,2017,49,groin,upper leg
10034,2018-01-31,New Orleans Pelicans,DeMarcus Cousins,surgery to repair torn left Achilles tendon (out for season),DeMarcus Cousins,1,0,,regular,2017,51,achilles,lower leg
10035,2018-01-31,Phoenix Suns,Isaiah Canaan,fractured left ankle (out indefinitely),Isaiah Canaan,1,0,,regular,2017,52,ankle,lower leg
10037,2018-01-31,Washington Wizards,John Wall (a),arthroscopic surgery on left knee (out indefinitely),John Wall,1,0,,regular,2017,51,knee,knee
10038,2018-01-31,Memphis Grizzlies,Mario Chalmers,left hamstring injury (DTD),Mario Chalmers,1,0,,regular,2017,50,hamstring,upper leg
10039,2018-01-31,Memphis Grizzlies,Deyonta Davis,sore knees (DTD),Deyonta Davis,1,0,,regular,2017,50,knee,knee
10041,2018-01-31,Memphis Grizzlies,Tyreke Evans,DNP,Tyreke Evans,1,0,,regular,2017,50,other,other
10043,2018-02-01,Toronto Raptors,Fred VanVleet,placed on IL for personal reasons,Fred VanVleet,1,0,,regular,2017,50,personal reasons,healthy inactive
10044,2018-02-01,Golden State Warriors,Shaun Livingston,personal reasons (DTD),Shaun Livingston,1,0,,regular,2017,52,personal reasons,healthy inactive
10045,2018-02-01,Memphis Grizzlies,Tyreke Evans,illness (DTD),Tyreke Evans,1,0,,regular,2017,51,sick,sick
10046,2018-02-01,Milwaukee Bucks,Jason Terry,personal reasons (DTD),Jason Terry,1,0,,regular,2017,50,personal reasons,healthy inactive
10048,2018-02-02,Milwaukee Bucks,Jason Terry,placed on IL for personal reasons,Jason Terry,1,0,,regular,2017,51,personal reasons,healthy inactive
10049,2018-02-02,Boston Celtics,Marcus Morris,bruised left hip (DTD),Marcus Morris,2,0,,regular,2017,53,hip,upper leg
10050,2018-02-02,Miami Heat,Udonis Haslem,personal reasons (DTD),Udonis Haslem,1,0,,regular,2017,52,personal reasons,healthy inactive
10052,2018-02-02,Golden State Warriors,Shaun Livingston,placed on IL for personal reasons,Shaun Livingston,1,0,,regular,2017,52,personal reasons,healthy inactive
10053,2018-02-02,Milwaukee Bucks,Malcolm Brogdon,partially torn quadriceps tendon in left leg (out indefinitely),Malcolm Brogdon,1,0,,regular,2017,51,quad,upper leg
10054,2018-02-03,Detroit Pistons,Luke Kennard,sore left big toe (DTD),Luke Kennard,1,0,,regular,2017,51,toe,foot
10056,2018-02-03,Washington Wizards,Mike Scott,illness (DTD),Mike Scott,1,0,,regular,2017,52,sick,sick
10057,2018-02-03,Detroit Pistons,Dwight Buycks,illness (DTD),Dwight Buycks,1,0,,regular,2017,51,sick,sick
10058,2018-02-03,San Antonio Spurs,Brandon Paul,back spasms (DTD),Brandon Paul,1,0,,regular,2017,55,back,torso
10059,2018-02-03,Utah Jazz,Joe Johnson,rest (DTD),Joe Johnson,1,0,,regular,2017,52,rest,rest
10060,2018-02-03,Utah Jazz,Donovan Mitchell,flu (DTD),Donovan Mitchell,1,0,,regular,2017,52,sick,sick
10062,2018-02-03,Miami Heat,Hassan Whiteside,illness (DTD),Hassan Whiteside,1,0,,regular,2017,53,sick,sick
10065,2018-02-04,Atlanta Hawks,DeAndre' Bembry / DeAndre Bembry,strained left adductor (DTD),DeAndre' Bembry,1,0,,regular,2017,53,hip,upper leg
10066,2018-02-04,Atlanta Hawks,Tyler Cavanaugh,sprained right ankle (DTD),Tyler Cavanaugh,1,0,,regular,2017,53,ankle,lower leg
10067,2018-02-05,Indiana Pacers,Darren Collison,arthroscopic surgery on left knee (out indefinitely),Darren Collison,1,0,,regular,2017,55,knee,knee
10068,2018-02-05,Phoenix Suns,Devin Booker,left hip pointer (DTD),Devin Booker,1,0,,regular,2017,55,hip,upper leg
10072,2018-02-05,Milwaukee Bucks,Matthew Dellavedova,sprained right ankle (DTD),Matthew Dellavedova,1,0,,regular,2017,53,ankle,lower leg
10074,2018-02-06,Milwaukee Bucks,John Henson,sore right hamstring (DTD),John Henson,1,0,,regular,2017,53,hamstring,upper leg
10076,2018-02-06,Memphis Grizzlies,Deyonta Davis,sore knees (DTD),Deyonta Davis,3,0,,regular,2017,53,knee,knee
10077,2018-02-06,New York Knicks,Kristaps Porzingis,torn ACL in left knee (out for season),Kristaps Porzingis,1,0,,regular,2017,55,ACL,knee
10078,2018-02-07,Houston Rockets,Ryan Anderson,sprained right ankle (DTD),Ryan Anderson,1,0,,regular,2017,53,ankle,lower leg
10079,2018-02-07,Miami Heat,Kelly Olynyk,strained left shoulder (DTD),Kelly Olynyk,6,0,,regular,2017,55,shoulder,torso
