,Date,Team,Relinquished,Notes,Player,Reg_games_missed,Post_games_missed,Out_for_season,Season,Year,Game_number,note_keyword,category,Pos,Age,Team_y,G,GS,MPPG,TGP_prior_seasons,TMP_current_season,TMP_prior_seasons
1121,2012-01-17,Miami Heat,Dwyane Wade,sprained right ankle (DNP),Dwyane Wade,1.0,0.0,,regular,2011,13,ankle,lower leg,SG,30.0,Miami Heat,49.0,49.0,33.2,634.0,1626.8000000000002,24070.600000000002
1122,2012-01-17,Utah Jazz,Derrick Favors,sprained left ankle (DNP),Derrick Favors,1.0,0.0,,regular,2011,13,ankle,lower leg,PF,20.0,Utah Jazz,65.0,9.0,21.2,78.0,1378.0,1536.6
1123,2012-01-17,Atlanta Hawks,Al Horford,surgery to repair torn left pectoral muscle (out for season),Al Horford,1.0,0.0,,regular,2011,15,chest,torso,C,25.0,Atlanta Hawks,11.0,11.0,31.6,345.0,347.6,11719.2
1124,2012-01-17,Los Angeles Clippers,Maurice Williams / Mo Williams,sore right foot (DNP),Mo Williams,1.0,0.0,,regular,2011,11,foot,foot,SG,29.0,Los Angeles Clippers,52.0,1.0,28.3,567.0,1471.6000000000001,17448.899999999998
1125,2012-01-17,Los Angeles Clippers,Chris Paul,strained left hamstring (DNP),Chris Paul,1.0,0.0,,regular,2011,11,hamstring,upper leg,PG,26.0,Los Angeles Clippers,60.0,60.0,36.4,448.0,2184.0,16701.4
1126,2012-01-17,Charlotte Bobcats,Corey Maggette,strained left hamstring (DNP),Corey Maggette,1.0,0.0,,regular,2011,15,hamstring,upper leg,SF,32.0,Charlotte Bobcats,32.0,28.0,27.5,789.0,880.0,22496.8
1127,2012-01-18,Minnesota Timberwolves,Malcolm Lee / Malcom Lee,recovering from surgery on left knee to repair torn meniscus (DNP),Malcolm Lee,1.0,0.0,,regular,2011,14,knee,knee,SG,21.0,Minnesota Timberwolves,19.0,0.0,12.8,0.0,243.20000000000002,0.0
1128,2012-01-18,Oklahoma City Thunder,Eric Maynor,surgery on right knee to repair torn ACL (out for season),Eric Maynor,1.0,0.0,,regular,2011,15,ACL,knee,PG,24.0,Oklahoma City Thunder,9.0,0.0,15.2,186.0,136.79999999999998,2764.4000000000005
1129,2012-01-18,Toronto Raptors,Andrea Bargnani,strained left calf (DNP),Andrea Bargnani,1.0,0.0,,regular,2011,15,calf,lower leg,C,26.0,Toronto Raptors,31.0,31.0,33.3,378.0,1032.3,11386.3
1130,2012-01-18,Detroit Pistons,Will Bynum,strained right foot (DNP),Will Bynum,1.0,0.0,,regular,2011,15,foot,foot,PG,29.0,Detroit Pistons,36.0,0.0,14.3,200.0,514.8000000000001,3835.5999999999995
1131,2012-01-18,Detroit Pistons,Charlie Villanueva,sore right ankle (DNP),Charlie Villanueva,1.0,0.0,,regular,2011,15,ankle,lower leg,PF,27.0,Detroit Pistons,13.0,0.0,13.8,428.0,179.4,10782.699999999999
1132,2012-01-18,Indiana Pacers,Jeff Pendergraph / Jeff Ayres,concussion (DNP),Jeff Ayres,1.0,0.0,,regular,2011,13,head,head,C,24.0,Indiana Pacers,20.0,1.0,5.3,42.0,106.0,422.70000000000005
1133,2012-01-18,Indiana Pacers,Jeff Foster,sore lower back (DNP),Jeff Foster,1.0,0.0,,regular,2011,13,back,torso,C,35.0,Indiana Pacers,11.0,0.0,12.8,806.0,140.8,16499.2
1134,2012-01-18,Minnesota Timberwolves,Michael Beasley,sprained right midfoot (DNP),Michael Beasley,1.0,0.0,,regular,2011,14,foot,foot,SF,23.0,Minnesota Timberwolves,47.0,7.0,23.1,244.0,1085.7,7003.9
1135,2012-01-18,Dallas Mavericks,Vince Carter,sprained left foot (DNP),Vince Carter,1.0,0.0,,regular,2011,15,foot,foot,SG,35.0,Dallas Mavericks,61.0,40.0,25.3,981.0,1543.3,35882.3
1136,2012-01-18,New York Knicks,Bill Walker,sore right knee (DNP),No Match,1.0,0.0,,regular,2011,14,knee,knee,,,,,,,,,
1137,2012-01-18,Sacramento Kings,Chuck Hayes,dislocated left shoulder (DNP),Chuck Hayes,1.0,0.0,,regular,2011,15,shoulder,torso,C,28.0,Sacramento Kings,54.0,9.0,19.2,450.0,1036.8,9011.4
1138,2012-01-18,Memphis Grizzlies,Hamed Haddadi,Visa issues (DNP),Hamed Haddadi,1.0,0.0,,regular,2011,13,other,other,C,26.0,Memphis Grizzlies,35.0,0.0,5.9,95.0,206.5,558.9000000000001
1139,2012-01-18,Los Angeles Clippers,Chris Paul,strained left hamstring (DNP),Chris Paul,1.0,0.0,,regular,2011,12,hamstring,upper leg,PG,26.0,Los Angeles Clippers,60.0,60.0,36.4,448.0,2184.0,16701.4
1140,2012-01-18,Philadelphia 76ers,Spencer Hawes,strained left Achilles tendon (DNP),Spencer Hawes,1.0,0.0,,regular,2011,14,achilles,lower leg,C,23.0,Philadelphia 76ers,37.0,29.0,24.9,306.0,921.3,6902.2
1141,2012-01-18,Denver Nuggets,Timofey Mozgov,strained lower back (DNP),Timofey Mozgov,1.0,0.0,,regular,2011,15,back,torso,C,25.0,Denver Nuggets,44.0,35.0,15.6,45.0,686.4,522.0000000000001
1142,2012-01-18,New Jersey Nets,Shawne Williams,shin splits (DNP),Shawne Williams,1.0,0.0,,regular,2011,15,shin,lower leg,SF,25.0,New Jersey Nets,25.0,6.0,20.6,194.0,515.0,3120.5999999999995
1143,2012-01-19,Golden State Warriors,Kwame Brown,surgery to repair torn pectoralis major muscle in chest,Kwame Brown,1.0,0.0,,regular,2011,15,chest,torso,C,29.0,Golden State Warriors,9.0,3.0,20.8,594.0,187.20000000000002,13408.199999999999
1144,2012-01-19,Dallas Mavericks,Vince Carter,sprained left foot (DNP),Vince Carter,1.0,0.0,,regular,2011,16,foot,foot,SG,35.0,Dallas Mavericks,61.0,40.0,25.3,981.0,1543.3,35882.3
1145,2012-01-19,Utah Jazz,Jamaal Tinsley,dermatitis (DTD),Jamaal Tinsley,3.0,0.0,,regular,2011,14,other,other,PG,33.0,Utah Jazz,37.0,1.0,13.7,473.0,506.9,13552.2
1146,2012-01-19,Utah Jazz,Josh Howard,strained left quadricep (DNP),Josh Howard,1.0,0.0,,regular,2011,14,quad,upper leg,SF,31.0,Utah Jazz,43.0,18.0,23.0,515.0,989.0,16208.900000000001
1147,2012-01-20,Minnesota Timberwolves,Michael Beasley,sprained right midfoot (DNP),Michael Beasley,1.0,0.0,,regular,2011,15,foot,foot,SF,23.0,Minnesota Timberwolves,47.0,7.0,23.1,244.0,1085.7,7003.9
1148,2012-01-20,Minnesota Timberwolves,Jose Juan Barea / Jose Barea / J.J. Barea,sprained left ankle (DNP),JJ Barea,1.0,0.0,,regular,2011,15,ankle,lower leg,PG,27.0,Minnesota Timberwolves,41.0,11.0,25.2,355.0,1033.2,6195.700000000001
1149,2012-01-20,Toronto Raptors,Andrea Bargnani,strained left calf (DNP),Andrea Bargnani,1.0,0.0,,regular,2011,16,calf,lower leg,C,26.0,Toronto Raptors,31.0,31.0,33.3,378.0,1032.3,11386.3
1150,2012-01-20,Detroit Pistons,Will Bynum,strained right foot (DNP),Will Bynum,1.0,0.0,,regular,2011,16,foot,foot,PG,29.0,Detroit Pistons,36.0,0.0,14.3,200.0,514.8000000000001,3835.5999999999995
1151,2012-01-20,Detroit Pistons,Rodney Stuckey,sore groin (DNP),Rodney Stuckey,1.0,0.0,,regular,2011,16,groin,upper leg,SG,25.0,Detroit Pistons,55.0,48.0,29.9,300.0,1644.5,8792.5
1152,2012-01-20,Indiana Pacers,Jeff Foster,sore lower back (DNP),Jeff Foster,1.0,0.0,,regular,2011,14,back,torso,C,35.0,Indiana Pacers,11.0,0.0,12.8,806.0,140.8,16499.2
1153,2012-01-20,Sacramento Kings,Chuck Hayes,dislocated left shoulder (DNP),Chuck Hayes,1.0,0.0,,regular,2011,16,shoulder,torso,C,28.0,Sacramento Kings,54.0,9.0,19.2,450.0,1036.8,9011.4
1154,2012-01-20,Memphis Grizzlies,Hamed Haddadi,Visa issues (DNP),Hamed Haddadi,1.0,0.0,,regular,2011,14,other,other,C,26.0,Memphis Grizzlies,35.0,0.0,5.9,95.0,206.5,558.9000000000001
1155,2012-01-20,Los Angeles Clippers,Chris Paul,strained left hamstring (DNP),Chris Paul,1.0,0.0,,regular,2011,13,hamstring,upper leg,PG,26.0,Los Angeles Clippers,60.0,60.0,36.4,448.0,2184.0,16701.4
1156,2012-01-20,Boston Celtics,Rajon Rondo,sprained right wrist (DNP),Rajon Rondo,1.0,0.0,,regular,2011,14,wrist,arm,PG,25.0,Boston Celtics,53.0,53.0,36.9,457.0,1955.6999999999998,14997.399999999998
1157,2012-01-20,Philadelphia 76ers,Spencer Hawes,strained left Achilles tendon (DNP),Spencer Hawes,1.0,0.0,,regular,2011,15,achilles,lower leg,C,23.0,Philadelphia 76ers,37.0,29.0,24.9,306.0,921.3,6902.2
1158,2012-01-20,Denver Nuggets,Nene / Nene Hilario / Maybyner Hilario,bruised right heel (DNP),Nene Hilario,1.0,0.0,,regular,2011,16,heel,foot,C,29.0,TOT,39.0,33.0,28.5,571.0,1111.5,16907.5
1159,2012-01-21,Detroit Pistons,Ben Gordon,sore left shoulder (DNP),Ben Gordon,1.0,0.0,,regular,2011,17,shoulder,torso,SG,28.0,Detroit Pistons,52.0,21.0,26.9,571.0,1398.8,17436.0
1160,2012-01-21,New Jersey Nets,Shawne Williams,shin splits (DNP),Shawne Williams,1.0,0.0,,regular,2011,16,shin,lower leg,SF,25.0,New Jersey Nets,25.0,6.0,20.6,194.0,515.0,3120.5999999999995
1161,2012-01-21,Denver Nuggets,Rudy Fernandez,strained right Achilles tendon (DTD),Rudy Fernandez,2.0,0.0,,regular,2011,17,achilles,lower leg,SG,26.0,Denver Nuggets,31.0,1.0,22.9,236.0,709.9,5614.4
1162,2012-01-21,Detroit Pistons,Will Bynum,strained right foot (DNP),Will Bynum,1.0,0.0,,regular,2011,17,foot,foot,PG,29.0,Detroit Pistons,36.0,0.0,14.3,200.0,514.8000000000001,3835.5999999999995
1163,2012-01-21,Sacramento Kings,Chuck Hayes,dislocated left shoulder (DNP),Chuck Hayes,1.0,0.0,,regular,2011,17,shoulder,torso,C,28.0,Sacramento Kings,54.0,9.0,19.2,450.0,1036.8,9011.4
1164,2012-01-21,Minnesota Timberwolves,Jose Juan Barea / Jose Barea / J.J. Barea,sprained left ankle (DNP),JJ Barea,1.0,0.0,,regular,2011,16,ankle,lower leg,PG,27.0,Minnesota Timberwolves,41.0,11.0,25.2,355.0,1033.2,6195.700000000001
1165,2012-01-21,Minnesota Timberwolves,Malcolm Lee / Malcom Lee,recovering from surgery on left knee to repair torn meniscus (DNP),Malcolm Lee,1.0,0.0,,regular,2011,16,knee,knee,SG,21.0,Minnesota Timberwolves,19.0,0.0,12.8,0.0,243.20000000000002,0.0
1166,2012-01-21,Minnesota Timberwolves,Michael Beasley,sprained right midfoot (DNP),Michael Beasley,1.0,0.0,,regular,2011,16,foot,foot,SF,23.0,Minnesota Timberwolves,47.0,7.0,23.1,244.0,1085.7,7003.9
1167,2012-01-21,San Antonio Spurs,Tim Duncan,rest (DNP),Tim Duncan,1.0,0.0,,regular,2011,17,rest,rest,C,35.0,San Antonio Spurs,58.0,58.0,28.2,1229.0,1635.6,44708.50000000001
1168,2012-01-21,Dallas Mavericks,Vince Carter,sprained left foot (DNP),Vince Carter,1.0,0.0,,regular,2011,17,foot,foot,SG,35.0,Dallas Mavericks,61.0,40.0,25.3,981.0,1543.3,35882.3
1169,2012-01-21,Chicago Bulls,Taj Gibson,sprained left ankle (DNP),Taj Gibson,1.0,0.0,,regular,2011,18,ankle,lower leg,PF,26.0,Chicago Bulls,63.0,0.0,20.4,183.0,1285.1999999999998,4379.599999999999
1170,2012-01-21,Sacramento Kings,John Salmons,illness (DNP),John Salmons,1.0,0.0,,regular,2011,17,sick,sick,SF,32.0,Sacramento Kings,46.0,32.0,27.2,696.0,1251.2,18771.699999999997
1171,2012-01-21,Utah Jazz,Josh Howard,strained left quadricep (DNP),Josh Howard,1.0,0.0,,regular,2011,15,quad,upper leg,SF,31.0,Utah Jazz,43.0,18.0,23.0,515.0,989.0,16208.900000000001
1172,2012-01-21,Cleveland Cavaliers,Daniel Gibson,personal reasons (DNP),Daniel Gibson,1.0,0.0,,regular,2011,15,personal reasons,healthy inactive,SG,25.0,Cleveland Cavaliers,35.0,7.0,26.2,366.0,917.0,8358.9
1173,2012-01-21,Dallas Mavericks,Dirk Nowitzki,sore right knee (DNP),Dirk Nowitzki,1.0,0.0,,regular,2011,17,knee,knee,PF,33.0,Dallas Mavericks,62.0,62.0,33.5,1117.0,2077.0,41365.80000000001
1174,2012-01-21,Chicago Bulls,John Lucas III,strained left groin (DNP),No Match,1.0,0.0,,regular,2011,18,groin,upper leg,,,,,,,,,
1175,2012-01-21,Chicago Bulls,Joakim Noah,sprained left ankle (DNP),Joakim Noah,1.0,0.0,,regular,2011,18,ankle,lower leg,C,26.0,Chicago Bulls,64.0,64.0,30.4,294.0,1945.6,7957.1
1176,2012-01-21,Charlotte Bobcats,Corey Maggette,strained left hamstring (DNP),Corey Maggette,1.0,0.0,,regular,2011,16,hamstring,upper leg,SF,32.0,Charlotte Bobcats,32.0,28.0,27.5,789.0,880.0,22496.8
1177,2012-01-21,Portland Trailblazers,Gerald Wallace,finger injury (DTD),Gerald Wallace,1.0,0.0,,regular,2011,16,finger,hand,SF,29.0,TOT,58.0,58.0,35.8,640.0,2076.3999999999996,19319.9
1178,2012-01-21,Philadelphia 76ers,Spencer Hawes,strained left Achilles tendon (DNP),Spencer Hawes,1.0,0.0,,regular,2011,16,achilles,lower leg,C,23.0,Philadelphia 76ers,37.0,29.0,24.9,306.0,921.3,6902.2
1179,2012-01-22,Indiana Pacers,Jeff Foster,sore lower back (DNP),Jeff Foster,1.0,0.0,,regular,2011,15,back,torso,C,35.0,Indiana Pacers,11.0,0.0,12.8,806.0,140.8,16499.2
1180,2012-01-22,Charlotte Bobcats,D.J. White,bruised left knee (DNP),DJ White,1.0,0.0,,regular,2011,17,knee,knee,PF,25.0,Charlotte Bobcats,58.0,11.0,18.9,66.0,1096.1999999999998,918.4000000000001
1181,2012-01-22,Boston Celtics,Rajon Rondo,sprained right wrist (DNP),Rajon Rondo,1.0,0.0,,regular,2011,15,wrist,arm,PG,25.0,Boston Celtics,53.0,53.0,36.9,457.0,1955.6999999999998,14997.399999999998
1182,2012-01-23,New Jersey Nets,MarShon Brooks,sore left Achilles tendon (DNP),MarShon Brooks,1.0,0.0,,regular,2011,18,achilles,lower leg,SG,23.0,New Jersey Nets,56.0,47.0,29.4,0.0,1646.3999999999999,0.0
1183,2012-01-23,Minnesota Timberwolves,Michael Beasley,sprained right midfoot (DNP),Michael Beasley,1.0,0.0,,regular,2011,17,foot,foot,SF,23.0,Minnesota Timberwolves,47.0,7.0,23.1,244.0,1085.7,7003.9
1184,2012-01-23,Minnesota Timberwolves,Malcolm Lee / Malcom Lee,recovering from surgery on left knee to repair torn meniscus (DNP),Malcolm Lee,1.0,0.0,,regular,2011,17,knee,knee,SG,21.0,Minnesota Timberwolves,19.0,0.0,12.8,0.0,243.20000000000002,0.0
1185,2012-01-23,Minnesota Timberwolves,Jose Juan Barea / Jose Barea / J.J. Barea,sprained left ankle (DNP),JJ Barea,1.0,0.0,,regular,2011,17,ankle,lower leg,PG,27.0,Minnesota Timberwolves,41.0,11.0,25.2,355.0,1033.2,6195.700000000001
1186,2012-01-23,Detroit Pistons,Will Bynum,strained right foot (DNP),Will Bynum,1.0,0.0,,regular,2011,18,foot,foot,PG,29.0,Detroit Pistons,36.0,0.0,14.3,200.0,514.8000000000001,3835.5999999999995
1187,2012-01-23,Detroit Pistons,Ben Gordon,sore left shoulder (DNP),Ben Gordon,1.0,0.0,,regular,2011,18,shoulder,torso,SG,28.0,Detroit Pistons,52.0,21.0,26.9,571.0,1398.8,17436.0
1188,2012-01-23,Minnesota Timberwolves,Wesley Johnson / Wes Johnson,illness (DNP),Wesley Johnson,1.0,0.0,,regular,2011,17,sick,sick,SF,24.0,Minnesota Timberwolves,65.0,64.0,22.6,79.0,1469.0,2069.7999999999997
1189,2012-01-23,Dallas Mavericks,Dirk Nowitzki,sore right knee (DNP),Dirk Nowitzki,1.0,0.0,,regular,2011,18,knee,knee,PF,33.0,Dallas Mavericks,62.0,62.0,33.5,1117.0,2077.0,41365.80000000001
1190,2012-01-23,Boston Celtics,Ray Allen,sprained left ankle (DNP),Ray Allen,1.0,0.0,,regular,2011,16,ankle,lower leg,SG,36.0,Boston Celtics,46.0,42.0,34.0,1212.0,1564.0,45146.899999999994
1191,2012-01-23,Sacramento Kings,Chuck Hayes,dislocated left shoulder (DNP),Chuck Hayes,1.0,0.0,,regular,2011,18,shoulder,torso,C,28.0,Sacramento Kings,54.0,9.0,19.2,450.0,1036.8,9011.4
1192,2012-01-23,Boston Celtics,Rajon Rondo,sprained right wrist (DNP),Rajon Rondo,1.0,0.0,,regular,2011,16,wrist,arm,PG,25.0,Boston Celtics,53.0,53.0,36.9,457.0,1955.6999999999998,14997.399999999998
1193,2012-01-23,Boston Celtics,Mickael Pietrus,sore right shoulder (DNP),Mickael Pietrus,1.0,0.0,,regular,2011,16,shoulder,torso,SG,29.0,Boston Celtics,42.0,6.0,21.9,545.0,919.8,11749.199999999999
1194,2012-01-23,Chicago Bulls,Luol Deng,torn ligament in left wrist (DNP),Luol Deng,1.0,0.0,,regular,2011,19,wrist,arm,SF,26.0,Chicago Bulls,54.0,54.0,39.4,522.0,2127.6,18479.5
1195,2012-01-23,Philadelphia 76ers,Spencer Hawes,strained left Achilles tendon (DNP),Spencer Hawes,1.0,0.0,,regular,2011,17,achilles,lower leg,C,23.0,Philadelphia 76ers,37.0,29.0,24.9,306.0,921.3,6902.2
1196,2012-01-23,Philadelphia 76ers,Nikola Vucevic,strained left quadricep / left knee injury (DNP),Nikola Vucevic,1.0,0.0,,regular,2011,17,knee,knee,C,21.0,Philadelphia 76ers,51.0,15.0,15.9,0.0,810.9,0.0
1197,2012-01-23,Sacramento Kings,Marcus Thornton (T.),bruised left thigh (DNP),Marcus Thornton,1.0,0.0,,regular,2011,18,quad,upper leg,SG,24.0,Sacramento Kings,51.0,51.0,34.9,146.0,1779.8999999999999,3642.7000000000007
1198,2012-01-24,Charlotte Bobcats,D.J. Augustine,right big toe inflammation (DNP),No Match,1.0,0.0,,regular,2011,18,toe,foot,,,,,,,,,
1199,2012-01-24,Charlotte Bobcats,D.J. White,bruised left knee (DNP),DJ White,1.0,0.0,,regular,2011,18,knee,knee,PF,25.0,Charlotte Bobcats,58.0,11.0,18.9,66.0,1096.1999999999998,918.4000000000001
1200,2012-01-24,New Jersey Nets,Damion James,surgery on right foot to replace previously inserted screw (out for season),Damion James,1.0,0.0,,regular,2011,19,foot,foot,SF,24.0,New Jersey Nets,7.0,7.0,24.3,25.0,170.1,402.5
1201,2012-01-24,Indiana Pacers,A.J. Price,strep throat (DNP),AJ Price,1.0,0.0,,regular,2011,16,other,other,PG,25.0,Indiana Pacers,44.0,1.0,12.9,111.0,567.6,1737.4
1202,2012-01-24,Indiana Pacers,Jeff Foster,sore lower back (DNP),Jeff Foster,1.0,0.0,,regular,2011,16,back,torso,C,35.0,Indiana Pacers,11.0,0.0,12.8,806.0,140.8,16499.2
1203,2012-01-25,Detroit Pistons,Will Bynum,strained right foot (DNP),Will Bynum,1.0,0.0,,regular,2011,19,foot,foot,PG,29.0,Detroit Pistons,36.0,0.0,14.3,200.0,514.8000000000001,3835.5999999999995
1204,2012-01-25,Detroit Pistons,Tayshaun Prince,personal reasons (DNP),Tayshaun Prince,1.0,0.0,,regular,2011,19,personal reasons,healthy inactive,SF,31.0,Detroit Pistons,63.0,63.0,33.1,779.0,2085.3,26465.700000000004
1205,2012-01-25,Minnesota Timberwolves,Jose Juan Barea / Jose Barea / J.J. Barea,sprained left ankle (DNP),JJ Barea,1.0,0.0,,regular,2011,18,ankle,lower leg,PG,27.0,Minnesota Timberwolves,41.0,11.0,25.2,355.0,1033.2,6195.700000000001
1206,2012-01-25,Indiana Pacers,Jeff Foster,sore lower back (DNP),Jeff Foster,1.0,0.0,,regular,2011,17,back,torso,C,35.0,Indiana Pacers,11.0,0.0,12.8,806.0,140.8,16499.2
1207,2012-01-25,Minnesota Timberwolves,Malcolm Lee / Malcom Lee,recovering from surgery on left knee to repair torn meniscus (DNP),Malcolm Lee,1.0,0.0,,regular,2011,18,knee,knee,SG,21.0,Minnesota Timberwolves,19.0,0.0,12.8,0.0,243.20000000000002,0.0
1208,2012-01-25,Minnesota Timberwolves,Michael Beasley,sprained right midfoot (DNP),Michael Beasley,1.0,0.0,,regular,2011,18,foot,foot,SF,23.0,Minnesota Timberwolves,47.0,7.0,23.1,244.0,1085.7,7003.9
1209,2012-01-25,Denver Nuggets,Arron Afflalo,strained right groin (DNP),Arron Afflalo,1.0,0.0,,regular,2011,18,groin,upper leg,SG,26.0,Denver Nuggets,62.0,62.0,33.6,325.0,2083.2000000000003,7105.699999999999
1210,2012-01-25,Minnesota Timberwolves,Luke Ridnour,sore left knee (DNP),Luke Ridnour,1.0,0.0,,regular,2011,18,knee,knee,SG,30.0,Minnesota Timberwolves,53.0,53.0,33.0,605.0,1749.0,16074.3
1211,2012-01-25,Indiana Pacers,A.J. Price,strep throat (DNP),AJ Price,1.0,0.0,,regular,2011,17,other,other,PG,25.0,Indiana Pacers,44.0,1.0,12.9,111.0,567.6,1737.4
1212,2012-01-25,Detroit Pistons,Ben Gordon,sore left shoulder (DNP),Ben Gordon,1.0,0.0,,regular,2011,19,shoulder,torso,SG,28.0,Detroit Pistons,52.0,21.0,26.9,571.0,1398.8,17436.0
1213,2012-01-25,New Jersey Nets,MarShon Brooks,sore left Achilles tendon (DNP),MarShon Brooks,1.0,0.0,,regular,2011,19,achilles,lower leg,SG,23.0,New Jersey Nets,56.0,47.0,29.4,0.0,1646.3999999999999,0.0
1214,2012-01-25,Denver Nuggets,Timofey Mozgov,placed on IL for personal reasons,Timofey Mozgov,1.0,0.0,,regular,2011,18,personal reasons,healthy inactive,C,25.0,Denver Nuggets,44.0,35.0,15.6,45.0,686.4,522.0000000000001
1215,2012-01-25,Dallas Mavericks,Dirk Nowitzki,sore right knee (DNP),Dirk Nowitzki,1.0,0.0,,regular,2011,19,knee,knee,PF,33.0,Dallas Mavericks,62.0,62.0,33.5,1117.0,2077.0,41365.80000000001
1216,2012-01-25,Sacramento Kings,Chuck Hayes,dislocated left shoulder (DNP),Chuck Hayes,1.0,0.0,,regular,2011,19,shoulder,torso,C,28.0,Sacramento Kings,54.0,9.0,19.2,450.0,1036.8,9011.4
1217,2012-01-25,Utah Jazz,Al Jefferson,right ankle inflammation (DNP),Al Jefferson,1.0,0.0,,regular,2011,16,ankle,lower leg,C,27.0,Utah Jazz,61.0,61.0,34.0,496.0,2074.0,14727.400000000001
1218,2012-01-25,Chicago Bulls,Luol Deng,torn ligament in left wrist (DNP),Luol Deng,1.0,0.0,,regular,2011,20,wrist,arm,SF,26.0,Chicago Bulls,54.0,54.0,39.4,522.0,2127.6,18479.5
1219,2012-01-25,Charlotte Bobcats,Gerald Henderson (b),bruised lower back (DNP),Gerald Henderson,1.0,0.0,,regular,2011,19,back,torso,SG,24.0,Charlotte Bobcats,55.0,55.0,33.3,111.0,1831.4999999999998,2016.0999999999997
1220,2012-01-25,Philadelphia 76ers,Spencer Hawes,strained left Achilles tendon (DNP),Spencer Hawes,1.0,0.0,,regular,2011,18,achilles,lower leg,C,23.0,Philadelphia 76ers,37.0,29.0,24.9,306.0,921.3,6902.2
1221,2012-01-25,Philadelphia 76ers,Nikola Vucevic,strained left quadricep (DNP),Nikola Vucevic,1.0,0.0,,regular,2011,18,quad,upper leg,C,21.0,Philadelphia 76ers,51.0,15.0,15.9,0.0,810.9,0.0
1222,2012-01-26,Boston Celtics,Ray Allen,placed on IL with birth of child,Ray Allen,1.0,0.0,,regular,2011,17,personal reasons,healthy inactive,SG,36.0,Boston Celtics,46.0,42.0,34.0,1212.0,1564.0,45146.899999999994
1223,2012-01-26,Boston Celtics,Jermaine O'Neal,sore left knee (DNP),Jermaine O'Neal,1.0,0.0,,regular,2011,17,knee,knee,C,33.0,Boston Celtics,25.0,24.0,22.8,977.0,570.0,27370.1
1224,2012-01-26,Milwaukee Bucks,Andrew Bogut,fractured left ankle (out indefinitely),Andrew Bogut,1.0,0.0,,regular,2011,18,ankle,lower leg,C,27.0,Milwaukee Bucks,12.0,12.0,30.3,401.0,363.6,13143.0
1225,2012-01-27,Washington Wizards,Kevin Seraphin,dental procedure (DNP),Kevin Seraphin,1.0,0.0,,regular,2011,19,other,other,C,22.0,Washington Wizards,57.0,21.0,20.6,58.0,1174.2,632.2
1226,2012-01-27,Minnesota Timberwolves,Darko Milicic,illness (DNP),Darko Milicic,1.0,0.0,,regular,2011,19,sick,sick,C,26.0,Minnesota Timberwolves,29.0,23.0,16.3,459.0,472.70000000000005,8313.3
1227,2012-01-27,Minnesota Timberwolves,Anthony Tolliver,wrist injury (DTD),Anthony Tolliver,1.0,0.0,,regular,2011,19,wrist,arm,SF,26.0,Minnesota Timberwolves,51.0,0.0,17.3,130.0,882.3000000000001,2998.1
1228,2012-01-27,Detroit Pistons,Will Bynum,strained right foot (DNP),Will Bynum,1.0,0.0,,regular,2011,20,foot,foot,PG,29.0,Detroit Pistons,36.0,0.0,14.3,200.0,514.8000000000001,3835.5999999999995
1229,2012-01-27,Detroit Pistons,Tayshaun Prince,personal reasons (DNP),Tayshaun Prince,1.0,0.0,,regular,2011,20,personal reasons,healthy inactive,SF,31.0,Detroit Pistons,63.0,63.0,33.1,779.0,2085.3,26465.700000000004
1230,2012-01-27,Detroit Pistons,Ben Gordon,sore left shoulder (DNP),Ben Gordon,1.0,0.0,,regular,2011,20,shoulder,torso,SG,28.0,Detroit Pistons,52.0,21.0,26.9,571.0,1398.8,17436.0
1231,2012-01-27,Indiana Pacers,Jeff Foster,sore lower back (DNP),Jeff Foster,1.0,0.0,,regular,2011,18,back,torso,C,35.0,Indiana Pacers,11.0,0.0,12.8,806.0,140.8,16499.2
1232,2012-01-27,New Jersey Nets,Mehmet Okur,sore lower back / back spasms (DNP),Mehmet Okur,1.0,0.0,,regular,2011,20,back,torso,C,32.0,New Jersey Nets,17.0,14.0,26.7,688.0,453.9,19656.4
1233,2012-01-27,Dallas Mavericks,Delonte West,strained right hamstring (DNP),Delonte West,1.0,0.0,,regular,2011,20,hamstring,upper leg,PG,28.0,Dallas Mavericks,44.0,33.0,24.1,442.0,1060.4,12382.6
1234,2012-01-27,Boston Celtics,Keyon Dooling,right hip pointer (DNP),Keyon Dooling,1.0,0.0,,regular,2011,18,hip,upper leg,SG,31.0,Boston Celtics,46.0,2.0,14.4,704.0,662.4,13860.599999999999
1235,2012-01-27,Boston Celtics,Jermaine O'Neal,sore left knee (DNP),Jermaine O'Neal,1.0,0.0,,regular,2011,18,knee,knee,C,33.0,Boston Celtics,25.0,24.0,22.8,977.0,570.0,27370.1
